"Calgary — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"110,000","150,000","165,000","180,000","160,000","152,760",532,
1990 February,"95,000","135,000","150,000","175,000","145,000","143,748",409,
1990 March,"100,000","140,000","170,000","180,000","155,000","150,770",487,
1990 April,"105,000","140,000","165,000","190,000","150,000","156,509",701,
1990 May,"105,000","150,000","180,000","195,000","170,000","166,571",636,
1990 June,"130,000","150,000","175,000","196,000","170,000","167,828",698,
1990 July,"150,000","170,000","185,000","210,000","180,000","180,464",637,
1990 August,"145,000","170,000","185,000","200,000","180,000","178,174",573,
1990 September,"150,000","180,000","195,000","230,000","185,000","190,280",655,
1990 October,"140,000","160,000","180,000","220,000","170,000","178,233",529,
1990 November,"145,000","170,000","190,000","204,000","180,000","178,636",350,
1990 December,"140,000","160,000","190,000","225,000","170,000","181,075",417,
1991 January,"135,000","160,000","190,000","220,000","175,000","179,515",390,
1991 February,"140,000","165,000","190,000","221,000","180,000","181,827",373,
1991 March,"140,000","165,000","190,000","220,000","180,000","176,643",287,
1991 April,"150,000","170,000","180,000","210,000","175,000","183,943",288,
1991 May,"112,000","155,000","181,000","206,000","170,000","169,249",253,
1991 June,"145,000","165,000","180,000","195,000","170,000","173,394",265,
1991 July,"130,000","160,000","180,000","200,000","170,000","171,500",408,
1991 August,"150,000","160,000","180,000","200,000","170,000","174,818",381,
1991 September,"140,000","160,000","185,000","205,000","170,000","173,443",432,
1991 October,"140,000","155,000","180,000","200,000","165,000","169,823",358,
1991 November,"124,000","150,000","180,000","210,000","165,000","168,112",393,
1991 December,"135,000","160,000","180,000","210,000","165,000","172,030",344,
1992 January,"135,000","158,000","180,000","200,000","170,000","168,114",302,
1992 February,"130,000","150,000","170,000","190,000","160,000","159,398",354,
1992 March,"130,000","155,000","180,000","200,000","170,000","171,813",419,
1992 April,"130,000","155,000","170,000","200,000","160,000","169,972",417,
1992 May,"130,000","155,000","175,000","195,000","160,000","169,923",516,
1992 June,"130,000","155,000","175,000","200,000","160,000","167,947",596,
1992 July,"131,000","160,000","180,000","200,000","170,000","172,878",700,
1992 August,"135,000","160,000","180,000","206,000","170,000","176,457",573,
1992 September,"140,000","163,000","180,000","200,000","170,000","177,516",663,
1992 October,"135,000","155,000","180,000","210,000","167,500","173,331",498,
1992 November,"135,000","160,000","180,000","220,000","170,000","182,535",493,
1992 December,"136,000","160,000","180,000","224,000","170,000","183,179",485,
1993 January,"135,000","160,000","180,000","210,000","170,000","178,725",349,
1993 February,"125,000","150,000","170,000","198,000","160,000","168,360",375,
1993 March,"135,000","150,000","172,000","210,000","160,000","171,927",331,
1993 April,"135,000","157,000","180,000","209,000","165,000","175,490",447,
1993 May,"130,000","155,000","180,000","225,000","165,000","184,953",398,
1993 June,"130,000","155,000","175,000","213,000","165,000","177,462",496,
1993 July,"135,000","155,000","175,000","210,000","165,000","175,793",609,
1993 August,"125,000","155,000","175,000","205,000","165,000","173,324",438,
1993 September,"130,000","155,000","180,000","215,000","165,000","177,118",532,
1993 October,"130,000","150,000","170,000","210,000","160,000","174,060",538,
1993 November,"140,000","150,000","175,000","205,000","160,000","175,942",431,
1993 December,"135,000","155,000","175,000","205,000","165,000","176,687",435,
1994 January,"125,000","150,000","170,000","200,000","160,000","174,094",395,
1994 February,"120,000","150,000","170,000","195,000","160,000","171,255",326,
1994 March,"130,000","150,000","175,000","215,000","160,000","182,617",317,
1994 April,"120,000","145,000","165,000","200,000","155,000","167,018",600,
1994 May,"130,000","155,000","175,000","220,000","165,000","178,092",534,
1994 June,"130,000","150,000","170,000","205,000","160,000","173,717",631,
1994 July,"130,000","150,000","170,000","205,000","160,000","174,336",705,
1994 August,"130,000","150,000","170,000","200,000","160,000","170,452",523,
1994 September,"140,000","155,000","180,000","220,000","165,000","185,398",627,
1994 October,"140,000","155,000","180,000","205,000","167,500","177,790",388,
1994 November,"140,000","160,000","181,000","225,000","170,000","186,794",406,
1994 December,"140,000","160,000","180,000","215,000","170,000","181,624",365,
1995 January,"135,000","155,000","190,000","240,000","170,000","190,449",260,
1995 February,"135,000","155,000","175,000","215,000","165,000","181,201",280,
1995 March,"130,000","155,000","175,000","210,000","162,500","182,783",267,
1995 April,"130,000","150,000","170,000","210,000","160,000","177,136",278,
1995 May,"130,000","155,000","180,000","220,000","165,000","183,414",314,
1995 June,"134,000","150,000","180,000","225,000","165,000","183,170",533,
1995 July,"120,000","150,000","170,000","200,000","160,000","170,387",448,
1995 August,"140,000","160,000","180,000","210,000","170,000","184,072",446,
1995 September,"130,000","155,000","180,000","221,000","170,000","182,120",604,
1995 October,"130,000","150,000","170,000","195,000","160,000","171,667",351,
1995 November,"125,000","145,000","165,000","200,000","155,000","169,129",384,
1995 December,"125,000","150,000","165,000","205,000","155,000","171,003",417,
1996 January,"130,000","155,000","170,000","197,000","160,000","173,767",309,
1996 February,"120,000","145,000","165,000","185,000","155,000","166,734",262,
1996 March,"130,000","155,000","180,000","235,000","165,000","185,496",387,
1996 April,"120,000","140,000","160,000","190,000","155,000","168,550",329,
1996 May,"130,000","150,000","170,000","195,000","160,000","169,762",441,
1996 June,"130,000","150,000","170,000","200,000","160,000","176,121",573,
1996 July,"125,000","150,000","165,000","200,000","155,000","173,070",635,
1996 August,"135,000","155,000","170,000","200,000","165,000","176,325",612,
1996 September,"130,000","155,000","180,000","215,000","165,000","182,004",619,
1996 October,"135,000","155,000","175,000","211,000","165,000","183,997",567,
1996 November,"125,000","150,000","170,000","200,000","155,000","172,131",551,
1996 December,"125,000","150,000","170,000","205,000","160,000","174,723",512,
1997 January,"125,000","150,000","170,000","200,000","160,000","174,026",386,
1997 February,"125,000","150,000","170,000","210,000","160,000","178,109",447,
1997 March,"125,000","150,000","165,000","200,000","160,000","172,768",435,
1997 April,"120,000","140,000","160,000","194,000","150,000","167,092",500,
1997 May,"125,000","150,000","165,000","195,000","155,000","169,712",749,
1997 June,"130,000","150,000","170,000","200,000","160,000","173,834",681,
1997 July,"130,000","150,000","170,000","205,000","160,000","176,007",878,
1997 August,"140,000","160,000","175,000","220,000","165,000","183,552",898,
1997 September,"140,000","155,000","175,000","210,000","165,000","182,656",805,
1997 October,"140,000","160,000","180,000","215,000","170,000","186,440",772,
1997 November,"135,000","160,000","180,000","215,000","170,000","187,836",685,
