"Calgary — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"110,000","150,000","165,000","180,000","160,000","154,122",519,
1990 February,"95,000","135,000","150,000","175,000","145,000","143,748",395,
1990 March,"100,000","145,000","170,000","185,000","160,000","154,240",458,
1990 April,"100,000","140,000","170,000","190,000","150,000","156,231",637,
1990 May,"105,000","150,000","180,000","195,000","170,000","168,282",605,
1990 June,"140,000","170,000","180,000","200,000","175,000","174,081",490,
1990 July,"150,000","170,000","185,000","210,000","180,000","181,699",617,
1990 August,"145,000","170,000","185,000","200,000","180,000","177,870",546,
1990 September,"150,000","180,000","195,000","230,000","185,000","190,280",653,
1990 October,"140,000","160,000","180,000","225,000","170,000","178,450",504,
1990 November,"145,000","170,000","190,000","204,000","180,000","178,636",340,
1990 December,"140,000","160,000","190,000","225,000","170,000","181,513",400,
1991 January,"135,000","160,000","190,000","220,000","175,000","179,515",385,
1991 February,"140,000","165,000","190,000","221,000","180,000","182,066",368,
1991 March,"140,000","165,000","190,000","220,000","180,000","180,079",271,
1991 April,"150,000","170,000","180,000","210,000","175,000","184,275",283,
1991 May,"112,000","155,000","181,000","206,000","170,000","168,911",246,
1991 June,"145,000","165,000","180,000","195,000","170,000","173,394",258,
1991 July,"130,000","160,000","180,000","200,000","170,000","171,500",396,
1991 August,"150,000","160,000","180,000","200,000","170,000","175,200",368,
1991 September,"140,000","160,000","185,000","205,000","170,000","175,686",419,
1991 October,"140,000","155,000","180,000","200,000","165,000","173,023",335,
1991 November,"130,000","155,000","180,000","210,000","170,000","171,248",374,
1991 December,"135,000","160,000","180,000","210,000","165,000","173,550",335,
1992 January,"135,000","158,000","180,000","200,000","170,000","171,380",283,
1992 February,"130,000","150,000","170,000","190,000","160,000","161,377",340,
1992 March,"130,000","155,000","180,000","200,000","170,000","173,577",383,
1992 April,"140,000","160,000","170,000","192,000","160,000","170,648",367,
1992 May,"130,000","155,000","175,000","195,000","160,000","170,258",501,
1992 June,"130,000","155,000","175,000","200,000","160,000","169,686",570,
1992 July,"135,000","160,000","180,000","200,000","170,000","173,922",662,
1992 August,"135,000","160,000","180,000","210,000","170,000","177,994",545,
1992 September,"140,000","165,000","180,000","200,000","170,000","179,050",634,
1992 October,"135,000","155,000","180,000","210,000","167,500","175,025",466,
1992 November,"135,000","160,000","180,000","220,000","170,000","182,535",479,
1992 December,"135,000","160,000","185,000","231,000","170,000","185,529",453,
1993 January,"135,000","160,000","180,000","210,000","170,000","181,303",321,
1993 February,"125,000","150,000","170,000","198,000","160,000","169,206",356,
1993 March,"135,000","150,000","172,000","210,000","160,000","173,067",313,
1993 April,"135,000","157,000","180,000","209,000","165,000","176,522",425,
1993 May,"130,000","155,000","180,000","225,000","165,000","184,953",376,
1993 June,"132,000","155,000","175,000","213,000","165,000","177,375",461,
1993 July,"135,000","155,000","175,000","215,000","165,000","176,502",583,
1993 August,"125,000","155,000","175,000","205,000","165,000","174,992",394,
1993 September,"130,000","155,000","180,000","215,000","165,000","178,091",502,
1993 October,"130,000","150,000","170,000","210,000","160,000","174,915",507,
1993 November,"135,000","155,000","175,000","210,000","165,000","177,793",396,
1993 December,"135,000","155,000","175,000","205,000","165,000","176,394",420,
1994 January,"125,000","150,000","170,000","200,000","160,000","173,630",377,
1994 February,"120,000","150,000","170,000","195,000","160,000","171,255",312,
1994 March,"130,000","150,000","175,000","215,000","160,000","182,617",308,
1994 April,"120,000","145,000","165,000","200,000","155,000","166,670",570,
1994 May,"130,000","155,000","175,000","220,000","165,000","179,073",509,
1994 June,"130,000","150,000","170,000","205,000","160,000","175,353",569,
1994 July,"130,000","150,000","170,000","205,000","160,000","174,678",669,
1994 August,"130,000","150,000","170,000","200,000","160,000","170,452",506,
1994 September,"140,000","160,000","185,000","220,000","167,500","186,663",600,
1994 October,"140,000","155,000","180,000","205,000","167,500","177,719",372,
1994 November,"140,000","160,000","185,000","227,000","170,000","189,620",377,
1994 December,"140,000","160,000","180,000","220,000","170,000","183,911",344,
1995 January,"135,000","165,000","195,000","245,000","175,000","194,061",233,
1995 February,"135,000","155,000","175,000","220,000","165,000","184,025",259,
1995 March,"130,000","155,000","175,000","210,000","162,500","182,783",262,
1995 April,"130,000","150,000","170,000","210,000","160,000","177,136",268,
1995 May,"130,000","155,000","180,000","220,000","165,000","184,719",300,
1995 June,"135,000","155,000","185,000","225,000","170,000","185,008",499,
1995 July,"120,000","150,000","170,000","200,000","160,000","171,608",430,
1995 August,"140,000","160,000","180,000","215,000","170,000","185,246",421,
1995 September,"130,000","155,000","180,000","221,000","170,000","183,252",573,
1995 October,"130,000","155,000","170,000","195,000","160,000","172,857",328,
1995 November,"125,000","145,000","170,000","205,000","155,000","170,497",363,
1995 December,"120,000","150,000","165,000","205,000","155,000","171,445",397,
1996 January,"130,000","155,000","170,000","197,000","160,000","174,786",292,
1996 February,"120,000","145,000","165,000","185,000","155,000","163,463",239,
1996 March,"130,000","155,000","180,000","235,000","165,000","186,364",368,
1996 April,"120,000","140,000","160,000","190,000","155,000","168,550",318,
1996 May,"130,000","150,000","170,000","195,000","155,000","168,924",412,
1996 June,"128,000","150,000","170,000","202,000","160,000","176,953",537,
1996 July,"125,000","150,000","165,000","200,000","155,000","172,870",614,
1996 August,"135,000","155,000","170,000","200,000","165,000","176,460",596,
1996 September,"130,000","155,000","180,000","215,000","165,000","183,464",589,
1996 October,"135,000","155,000","175,000","211,000","165,000","183,491",548,
1996 November,"130,000","150,000","170,000","200,000","160,000","173,643",511,
1996 December,"120,000","150,000","170,000","206,000","160,000","175,458",473,
1997 January,"125,000","150,000","170,000","200,000","160,000","174,591",372,
1997 February,"125,000","150,000","170,000","210,000","160,000","178,001",428,
1997 March,"125,000","150,000","165,000","200,000","160,000","172,265",421,
1997 April,"120,000","140,000","160,000","194,000","150,000","166,923",480,
1997 May,"125,000","150,000","165,000","195,000","155,000","169,277",714,
1997 June,"130,000","150,000","170,000","200,000","160,000","174,457",651,
1997 July,"130,000","150,000","170,000","205,000","160,000","176,281",840,
1997 August,"140,000","160,000","175,000","215,000","165,000","183,823",850,
1997 September,"140,000","155,000","175,000","215,000","165,000","183,466",750,
1997 October,"142,000","160,000","180,000","215,000","170,000","186,928",716,
1997 November,"135,000","160,000","180,000","215,000","170,000","188,334",646,
1997 December,"140,000","160,000","185,000","225,000","170,000","191,510",725,
1998 January,"140,000","160,000","180,000","220,000","165,000","189,165",605,
1998 February,"140,000","155,000","175,000","205,000","165,000","179,466",547,
1998 March,"140,000","160,000","180,000","215,000","170,000","184,065",583,
1998 April,"135,000","160,000","175,000","217,000","165,000","184,429",592,
1998 May,"140,000","160,000","180,000","215,000","170,000","185,050",874,
1998 June,"140,000","160,000","180,000","215,000","170,000","188,330",725,
1998 July,"142,000","165,000","185,000","220,000","170,000","190,605",911,
1998 August,"145,000","165,000","185,000","220,000","170,000","192,608",988,
1998 September,"150,000","170,000","190,000","225,000","180,000","196,367",881,
1998 October,"155,000","175,000","200,000","260,000","185,000","212,790",921,
1998 November,"150,000","170,000","190,000","230,000","180,000","201,192",784,
1998 December,"150,000","170,000","190,000","225,000","180,000","194,474",786,
1999 January,"155,000","175,000","205,000","248,000","190,000","209,704",551,
1999 February,"150,000","175,000","190,000","245,000","180,000","207,911",556,
1999 March,"150,000","170,000","195,000","235,000","180,000","203,545",513,
1999 April,"160,000","180,000","200,000","250,000","185,000","217,036",701,
1999 May,"155,000","175,000","195,000","250,000","185,000","207,649",466,
1999 June,"150,000","175,000","195,000","240,000","185,000","206,100",525,
1999 July,"151,000","175,000","200,000","250,000","185,000","216,380",655,
1999 August,"150,000","175,000","195,000","240,000","185,000","206,952",716,
1999 September,"150,000","175,000","198,000","245,000","185,000","206,492",575,
1999 October,"155,000","180,000","200,000","255,000","190,000","215,570",662,
1999 November,"155,000","175,000","200,000","255,000","190,000","213,133",548,
1999 December,"160,000","185,000","210,000","265,000","195,000","220,555",581,
2000 January,"160,000","182,000","210,000","285,000","195,000","236,884",475,
2000 February,"160,000","185,000","210,000","263,000","195,000","221,612",376,
2000 March,"150,000","175,000","200,000","250,000","185,000","213,494",481,
2000 April,"155,000","175,000","200,000","247,000","185,000","205,591",527,
2000 May,"155,000","180,000","200,000","250,000","190,000","208,480",544,
2000 June,"155,000","180,000","210,000","260,000","190,000","222,523",605,
2000 July,"155,000","185,000","215,000","279,000","195,000","225,212",745,
2000 August,"160,000","190,000","230,000","280,000","205,000","237,361",634,
2000 September,"155,000","185,000","210,000","275,000","195,000","235,133",710,
2000 October,"155,000","185,000","219,000","277,000","200,000","230,388",637,
2000 November,"160,000","190,000","220,000","273,000","205,000","228,045",506,
2000 December,"160,000","190,000","230,000","295,000","205,000","241,281",519,
2001 January,"165,000","195,000","235,000","300,000","210,000","251,260",441,
2001 February,"155,000","180,000","215,000","265,000","195,000","220,745",429,
2001 March,"160,000","185,000","220,000","285,000","195,000","237,906",417,
2001 April,"165,000","190,000","220,000","280,000","205,000","251,841",598,
2001 May,"160,000","190,000","220,000","300,000","205,000","242,527",541,
2001 June,"160,000","185,000","215,000","270,000","200,000","243,257",546,
2001 July,"160,000","185,000","220,000","275,000","200,000","235,939",733,
2001 August,"165,000","195,000","220,000","265,000","210,000","227,896",604,
2001 September,"160,000","190,000","230,000","290,000","210,000","245,804",725,
2001 October,"170,000","200,000","220,000","265,000","205,000","231,371",659,
2001 November,"170,000","192,000","230,000","290,000","210,000","245,024",540,
2001 December,"170,000","195,000","225,000","270,000","210,000","238,861",689,
