"Québec — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,"76,883",12,
1990 February,**,**,**,**,**,"82,700",10,
1990 March,**,**,**,**,**,"95,600",5,
1990 April,**,**,**,**,**,"85,300",10,
1990 May,**,**,**,**,**,"77,375",8,
1990 June,"70,000","70,000","75,000","80,000","75,000","74,264",87,
1990 July,"65,000","75,000","75,000","80,000","75,000","76,313",122,
1990 August,"65,000","70,000","75,000","80,000","75,000","75,157",21,
1990 September,"67,000","75,000","80,000","85,000","80,000","78,444",31,
1990 October,**,**,**,**,**,"78,813",16,
1990 November,"65,000","70,000","75,000","90,000","75,000","83,998",64,
1990 December,**,**,**,**,**,"78,382",38,
1991 January,**,**,**,**,**,"76,556",9,
1991 February,**,**,**,**,**,**,7,
1991 March,**,**,**,**,**,"77,433",12,
1991 April,**,**,**,**,**,"80,400",10,
1991 May,"70,000","75,000","80,000","85,000","75,000","80,448",29,
1991 June,"79,000","80,000","85,000","97,000","80,000","87,829",73,
1991 July,"75,000","80,000","80,000","90,000","80,000","81,536",99,
1991 August,"80,000","85,000","90,000","105,000","85,000","90,951",41,
1991 September,"70,000","80,000","80,000","90,000","80,000","83,339",47,
1991 October,"75,000","80,000","80,000","108,000","80,000","86,108",26,
1991 November,"80,000","81,000","85,000","90,000","85,000","86,459",37,
1991 December,"80,000","85,000","90,000","90,000","85,000","84,230",53,
1992 January,"80,000","84,000","90,000","90,000","90,000","88,519",26,
1992 February,"79,000","90,000","90,000","90,000","90,000","86,870",23,
1992 March,"73,000","78,000","90,000","91,000","85,000","81,615",13,
1992 April,"80,000","82,000","85,000","90,000","85,000","84,957",115,
1992 May,"75,000","80,000","85,000","90,000","80,000","84,361",36,
1992 June,"75,000","81,000","90,000","90,000","85,000","90,537",67,
1992 July,"70,000","80,000","85,000","90,000","80,000","85,125",136,
1992 August,"80,000","90,000","90,000","90,000","90,000","85,857",14,
1992 September,"75,000","80,000","85,000","90,000","80,000","83,000",68,
1992 October,"80,000","80,000","85,000","90,000","85,000","84,932",44,
1992 November,"70,000","80,000","90,000","90,000","80,000","85,595",37,
1992 December,"75,000","80,000","80,000","90,000","80,000","83,600",55,
1993 January,"77,000","80,000","81,000","90,000","80,000","89,323",31,
1993 February,"80,000","80,000","80,000","90,000","80,000","84,900",20,
1993 March,"75,000","80,000","80,000","87,000","80,000","80,250",12,
1993 April,"70,000","80,000","85,000","89,000","80,000","83,257",35,
1993 May,"70,000","80,000","80,000","88,000","80,000","82,972",36,
1993 June,"70,000","75,000","80,000","85,000","75,000","76,361",115,
1993 July,"70,000","80,000","80,000","85,000","80,000","80,264",178,
1993 August,"75,000","75,000","80,000","81,000","80,000","82,212",33,
1993 September,"70,000","75,000","80,000","85,000","80,000","78,944",54,
1993 October,"70,000","80,000","90,000","101,000","85,000","86,293",41,
1993 November,"70,000","75,000","75,000","90,000","75,000","79,667",24,
1993 December,"70,000","80,000","80,000","100,000","80,000","84,632",34,
1994 January,"70,000","73,000","87,000","95,000","80,000","81,944",18,
1994 February,"72,000","75,000","90,000","90,000","80,000","85,156",16,
1994 March,"65,000","70,000","80,000","81,000","80,000","75,052",18,
1994 April,"70,000","70,000","80,000","90,000","75,000","83,035",26,
1994 May,"71,000","80,000","80,000","90,000","80,000","83,486",35,
1994 June,"70,000","75,000","80,000","80,000","75,000","78,287",157,
1994 July,"70,000","75,000","80,000","85,000","75,000","81,075",155,
1994 August,"70,000","72,000","80,000","88,000","77,500","80,845",20,
1994 September,"70,000","75,000","80,000","85,000","80,000","82,204",49,
1994 October,"75,000","80,000","90,000","99,000","90,000","88,444",18,
