"Edmonton — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,**,6,
1990 February,**,**,**,**,**,"115,600",23,
1990 March,**,**,**,**,**,"110,250",20,
1990 April,**,**,**,**,**,"124,464",22,
1990 May,**,**,**,**,**,"118,755",20,
1990 June,**,**,**,**,**,"143,935",18,
1990 July,**,**,**,**,**,**,17,
1990 August,**,**,**,**,**,"138,540",9,
1990 September,**,**,**,**,**,**,17,
1990 October,**,**,**,**,**,"140,183",12,
1990 November,"65,000","95,000","95,000","120,000","95,000","96,403",24,
1990 December,**,**,**,**,**,"106,600",5,
1991 January,**,**,**,**,**,**,6,
1991 February,**,**,**,**,**,"99,376",20,
1991 March,**,**,**,**,**,**,4,
1991 April,**,**,**,**,**,"163,211",9,
1991 May,"116,000","134,000","136,000","190,000","135,000","150,225",16,
1991 June,**,**,**,**,**,"121,750",8,
1991 July,**,**,**,**,**,"139,037",11,
1991 August,**,**,**,**,**,**,3,
1991 September,"110,000","119,000","165,000","179,000","160,000","146,128",25,
1991 October,"113,000","135,000","135,000","173,000","135,000","138,642",30,
1991 November,**,**,**,**,**,**,19,
1991 December,**,**,**,**,**,"145,097",10,
1992 January,**,**,**,**,**,"112,302",9,
1992 February,**,**,**,**,**,"154,868",13,
1992 March,**,**,**,**,**,**,11,
1992 April,"97,000","129,000","131,000","140,000","130,000","125,851",16,
1992 May,**,**,**,**,**,"126,290",12,
1992 June,"107,000","137,000","150,000","184,000","147,500","158,186",30,
1992 July,**,**,**,**,**,"142,652",6,
1992 August,**,**,**,**,**,"143,740",15,
1992 September,**,**,**,**,**,"138,136",22,
1992 October,"115,000","135,000","166,000","180,000","142,500","155,967",26,
1992 November,"114,000","130,000","151,000","168,000","150,000","149,300",21,
1992 December,**,**,**,**,**,**,21,
1993 January,**,**,**,**,**,"143,964",24,
1993 February,"125,000","132,000","146,000","185,000","137,500","147,740",20,
1993 March,"123,000","130,000","130,000","165,000","130,000","139,457",22,
1993 April,"110,000","125,000","165,000","195,000","145,000","151,050",44,
1993 May,"119,000","145,000","176,000","198,000","160,000","158,165",26,
1993 June,**,**,**,**,**,**,21,
1993 July,"120,000","120,000","131,000","187,000","122,500","145,195",16,
1993 August,"111,000","115,000","115,000","149,000","115,000","132,806",50,
1993 September,"115,000","130,000","135,000","165,000","135,000","148,808",34,
1993 October,"110,000","115,000","125,000","145,000","125,000","126,128",41,
1993 November,**,**,**,**,**,"143,043",28,
1993 December,"100,000","120,000","130,000","145,000","125,000","128,721",35,
1994 January,"110,000","115,000","115,000","150,000","115,000","125,164",65,
1994 February,"112,000","120,000","135,000","163,000","130,000","138,823",41,
1994 March,**,**,**,**,**,"140,553",17,
1994 April,"110,000","120,000","121,000","140,000","120,000","125,096",61,
1994 May,"95,000","116,000","124,000","138,000","120,000","119,205",22,
1994 June,**,**,**,**,**,"132,229",16,
1994 July,**,**,**,**,**,"164,871",13,
1994 August,"115,000","120,000","122,000","131,000","120,000","123,516",18,
1994 September,**,**,**,**,**,**,10,
1994 October,"80,000","120,000","140,000","148,000","122,500","123,249",26,
1994 November,**,**,**,**,**,"148,982",16,
1994 December,"90,000","90,000","120,000","136,000","115,000","114,970",38,
1995 January,**,**,**,**,**,"136,393",12,
1995 February,**,**,**,**,**,"139,824",8,
1995 March,**,**,**,**,**,"167,200",7,
1995 April,**,**,**,**,**,"140,111",8,
1995 May,"103,000","135,000","152,000","178,000","140,000","139,313",16,
1995 June,**,**,**,**,**,"161,869",11,
1995 July,**,**,**,**,**,"117,803",8,
1995 August,**,**,**,**,**,**,6,
1995 September,**,**,**,**,**,"114,789",11,
1995 October,"90,000","120,000","130,000","140,000","125,000","120,864",14,
1995 November,**,**,**,**,**,"144,811",9,
1995 December,**,**,**,**,**,**,14,
1996 January,**,**,**,**,**,**,7,
1996 February,**,**,**,**,**,"130,793",15,
1996 March,**,**,**,**,**,**,12,
1996 April,**,**,**,**,**,"124,275",15,
1996 May,**,**,**,**,**,**,13,
1996 June,**,**,**,**,**,"121,715",20,
1996 July,**,**,**,**,**,"132,696",16,
1996 August,"96,000","110,000","145,000","150,000","122,500","131,715",20,
1996 September,**,**,**,**,**,"123,277",16,
1996 October,"140,000","145,000","158,000","205,000","150,000","164,492",40,
1996 November,**,**,**,**,**,"129,327",31,
1996 December,**,**,**,**,**,"132,897",30,
1997 January,"102,000","124,000","135,000","138,000","130,000","123,246",26,
1997 February,"104,000","105,000","110,000","130,000","110,000","117,689",53,
1997 March,"108,000","135,000","147,000","162,000","137,500","135,118",28,
1997 April,"100,000","140,000","150,000","158,000","142,500","136,756",16,
1997 May,**,**,**,**,**,"161,707",15,
1997 June,**,**,**,**,**,"132,889",18,
