"Trois-Rivières — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"60,000","60,000","75,000","100,000","67,500","75,333",24,
1990 February,"60,000","70,000","79,000","87,000","75,000","75,595",42,
1990 March,"59,000","70,000","75,000","81,000","70,000","77,017",23,
1990 April,"70,000","75,000","81,000","118,000","80,000","94,000",16,
1990 May,"60,000","65,000","70,000","80,000","70,000","72,331",39,
1990 June,"60,000","70,000","75,000","90,000","72,500","78,892",82,
1990 July,"60,000","70,000","80,000","94,000","75,000","80,096",150,
1990 August,"65,000","70,000","80,000","97,000","75,000","81,037",37,
1990 September,"61,000","70,000","90,000","105,000","80,000","84,565",40,
1990 October,"60,000","70,000","80,000","97,000","70,000","80,771",57,
1990 November,"65,000","70,000","90,000","100,000","75,000","82,249",30,
1990 December,"64,000","70,000","70,000","86,000","70,000","75,164",33,
1991 January,"70,000","75,000","88,000","100,000","80,000","85,160",25,
1991 February,"60,000","65,000","70,000","95,000","70,000","78,727",34,
1991 March,**,**,**,**,**,"72,313",8,
1991 April,"60,000","65,000","70,000","90,000","65,000","81,429",14,
1991 May,"65,000","70,000","84,000","122,000","75,000","85,889",27,
1991 June,"65,000","72,000","80,000","107,000","75,000","85,240",45,
1991 July,"70,000","75,000","80,000","90,000","80,000","82,187",126,
1991 August,"65,000","75,000","80,000","94,000","75,000","81,591",45,
1991 September,"65,000","75,000","84,000","110,000","80,000","97,251",47,
1991 October,"68,000","75,000","84,000","104,000","80,000","87,462",22,
1991 November,"65,000","75,000","80,000","100,000","80,000","84,455",34,
1991 December,"69,000","80,000","85,000","106,000","85,000","91,404",43,
1992 January,"70,000","80,000","90,000","100,000","80,000","86,863",29,
1992 February,"71,000","80,000","80,000","114,000","80,000","89,197",17,
1992 March,"72,000","80,000","86,000","115,000","80,000","87,090",10,
1992 April,"65,000","75,000","85,000","95,000","80,000","85,865",39,
1992 May,"66,000","75,000","80,000","94,000","80,000","80,773",20,
1992 June,"70,000","75,000","85,000","90,000","80,000","86,611",45,
1992 July,"70,000","80,000","85,000","104,000","80,000","88,687",105,
1992 August,"73,000","80,000","85,000","97,000","80,000","87,673",37,
1992 September,"75,000","82,000","100,000","114,000","97,500","93,555",22,
1992 October,"75,000","85,000","99,000","114,000","95,000","94,296",27,
1992 November,"79,000","85,000","94,000","121,000","90,000","100,256",23,
1992 December,"70,000","75,000","90,000","120,000","90,000","94,726",19,
1993 January,"70,000","75,000","85,000","100,000","80,000","83,643",14,
1993 February,"70,000","83,000","90,000","104,000","87,500","88,422",18,
1993 March,**,**,**,**,**,"92,699",5,
1993 April,"75,000","80,000","84,000","96,000","80,000","88,895",32,
1993 May,"60,000","66,000","79,000","85,000","70,000","77,167",27,
1993 June,"75,000","80,000","90,000","110,000","85,000","89,833",33,
1993 July,"75,000","80,000","90,000","110,000","80,000","91,534",73,
1993 August,"75,000","85,000","90,000","120,000","85,000","96,156",45,
1993 September,"75,000","80,000","90,000","116,000","80,000","92,581",31,
1993 October,"75,000","80,000","93,000","110,000","85,000","92,600",35,
1993 November,"74,000","80,000","91,000","120,000","87,500","97,731",26,
1993 December,"70,000","85,000","115,000","130,000","97,500","115,333",24,
1994 January,**,**,**,**,**,"95,833",12,
1994 February,**,**,**,**,**,**,1,
1994 March,"75,000","79,000","81,000","93,000","80,000","83,273",11,
1994 April,"80,000","86,000","92,000","121,000","90,000","96,862",13,
1994 May,"72,000","85,000","90,000","111,000","90,000","97,619",21,
1994 June,"75,000","80,000","90,000","110,000","82,500","90,107",56,
1994 July,"70,000","80,000","85,000","110,000","80,000","88,851",94,
1994 August,"75,000","80,000","98,000","120,000","90,000","97,486",37,
1994 September,"75,000","82,000","95,000","120,000","85,000","94,229",35,
1994 October,"70,000","85,000","100,000","120,000","85,000","97,421",19,
1994 November,"73,000","80,000","97,000","124,000","85,000","95,765",17,
1994 December,"75,000","80,000","122,000","150,000","92,500","111,500",20,
1995 January,"70,000","80,000","93,000","108,000","80,000","87,533",15,
1995 February,"75,000","84,000","90,000","100,000","85,000","85,688",16,
1995 March,"65,000","78,000","87,000","112,000","85,000","87,308",13,
1995 April,"75,000","75,000","80,000","100,000","80,000","90,111",27,
1995 May,"75,000","80,000","85,000","97,000","80,000","87,660",47,
1995 June,"75,000","80,000","88,000","108,000","80,000","88,500",40,
1995 July,"70,000","80,000","90,000","120,000","80,000","90,948",29,
1995 August,"76,000","80,000","85,000","99,000","82,500","89,850",20,
1995 September,"75,000","85,000","100,000","118,000","92,500","101,375",20,
1995 October,"72,000","84,000","90,000","114,000","85,000","91,273",11,
1995 November,"80,000","90,000","100,000","102,000","95,000","92,750",12,
1995 December,"70,000","70,000","82,000","96,000","77,500","79,444",18,
1996 January,**,**,**,**,**,"101,222",9,
1996 February,**,**,**,**,**,"89,286",7,
1996 March,**,**,**,**,**,"87,200",5,
1996 April,"62,000","70,000","76,000","88,000","72,500","74,500",26,
1996 May,"70,000","75,000","85,000","100,000","77,500","80,731",26,
1996 June,"66,000","76,000","85,000","90,000","82,500","79,091",22,
1996 July,"78,000","85,000","90,000","102,000","87,500","91,221",42,
1996 August,"70,000","80,000","94,000","117,000","90,000","92,739",23,
1996 September,"72,000","75,000","88,000","120,000","80,000","89,563",16,
1996 October,"70,000","80,000","81,000","90,000","80,000","84,813",16,
1996 November,"60,000","80,000","90,000","135,000","85,000","103,974",19,
1996 December,"60,000","69,000","80,000","106,000","70,000","81,364",11,
1997 January,**,**,**,**,**,"82,000",6,
1997 February,**,**,**,**,**,"92,857",7,
1997 March,"60,000","74,000","82,000","102,000","75,000","79,273",11,
1997 April,"75,000","82,000","95,000","100,000","85,000","88,480",25,
1997 May,"65,000","75,000","85,000","110,000","80,000","85,903",34,
1997 June,"70,000","80,000","85,000","94,000","85,000","85,519",27,
1997 July,"70,000","82,000","100,000","100,000","95,000","91,571",35,
1997 August,"72,000","85,000","100,000","115,000","90,000","93,906",31,
1997 September,"60,000","72,000","80,000","92,000","80,000","81,083",12,
1997 October,"60,000","80,000","100,000","100,000","95,000","87,077",13,
1997 November,**,**,**,**,**,"81,333",9,
