"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48821",2016-07-01,"2016","15 - 24",100,"Census","Mobility 5 of All Households"
"48821",2016-07-01,"2016","25 - 34",440,"Census","Mobility 5 of All Households"
"48821",2016-07-01,"2016","35 - 44",540,"Census","Mobility 5 of All Households"
"48821",2016-07-01,"2016","45 - 54",365,"Census","Mobility 5 of All Households"
"48821",2016-07-01,"2016","55 - 64",350,"Census","Mobility 5 of All Households"
"48821",2016-07-01,"2016","Total 65+",385,"Census","Mobility 5 of All Households"
"48821",2016-07-01,"2016","Total",2175,"Census","Mobility 5 of All Households"
"48821",2021-07-01,"2021","15 - 24",75,"Census","Mobility 5 of All Households"
"48821",2021-07-01,"2021","25 - 34",435,"Census","Mobility 5 of All Households"
"48821",2021-07-01,"2021","35 - 44",510,"Census","Mobility 5 of All Households"
"48821",2021-07-01,"2021","45 - 54",380,"Census","Mobility 5 of All Households"
"48821",2021-07-01,"2021","55 - 64",380,"Census","Mobility 5 of All Households"
"48821",2021-07-01,"2021","Total 65+",640,"Census","Mobility 5 of All Households"
"48821",2021-07-01,"2021","Total",2415,"Census","Mobility 5 of All Households"
