"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48860",2006-07-01,"2006","15 - 24",1245,"Census","Mobility 5 of All Households"
"48860",2006-07-01,"2006","25 - 34",3770,"Census","Mobility 5 of All Households"
"48860",2006-07-01,"2006","35 - 44",2915,"Census","Mobility 5 of All Households"
"48860",2006-07-01,"2006","45 - 54",2250,"Census","Mobility 5 of All Households"
"48860",2006-07-01,"2006","55 - 64",900,"Census","Mobility 5 of All Households"
"48860",2006-07-01,"2006","Total 65+",155,"Census","Mobility 5 of All Households"
"48860",2006-07-01,"2006","Total",11240,"Census","Mobility 5 of All Households"
"48860",2011-07-01,"2011","15 - 24",1525,"Census","Mobility 5 of All Households"
"48860",2011-07-01,"2011","25 - 34",5730,"Census","Mobility 5 of All Households"
"48860",2011-07-01,"2011","35 - 44",3925,"Census","Mobility 5 of All Households"
"48860",2011-07-01,"2011","45 - 54",3255,"Census","Mobility 5 of All Households"
"48860",2011-07-01,"2011","55 - 64",1165,"Census","Mobility 5 of All Households"
"48860",2011-07-01,"2011","Total 65+",150,"Census","Mobility 5 of All Households"
"48860",2011-07-01,"2011","Total",15745,"Census","Mobility 5 of All Households"
"48860",2016-07-01,"2016","15 - 24",865,"Census","Mobility 5 of All Households"
"48860",2016-07-01,"2016","25 - 34",5610,"Census","Mobility 5 of All Households"
"48860",2016-07-01,"2016","35 - 44",3945,"Census","Mobility 5 of All Households"
"48860",2016-07-01,"2016","45 - 54",2720,"Census","Mobility 5 of All Households"
"48860",2016-07-01,"2016","55 - 64",1315,"Census","Mobility 5 of All Households"
"48860",2016-07-01,"2016","Total 65+",180,"Census","Mobility 5 of All Households"
"48860",2016-07-01,"2016","Total",14640,"Census","Mobility 5 of All Households"
"48860",2021-07-01,"2021","15 - 24",830,"Census","Mobility 5 of All Households"
"48860",2021-07-01,"2021","25 - 34",4005,"Census","Mobility 5 of All Households"
"48860",2021-07-01,"2021","35 - 44",3440,"Census","Mobility 5 of All Households"
"48860",2021-07-01,"2021","45 - 54",2190,"Census","Mobility 5 of All Households"
"48860",2021-07-01,"2021","55 - 64",1400,"Census","Mobility 5 of All Households"
"48860",2021-07-01,"2021","Total 65+",325,"Census","Mobility 5 of All Households"
"48860",2021-07-01,"2021","Total",12195,"Census","Mobility 5 of All Households"
