"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"46640",2006-07-01,"2006","15 - 24",370,"Census","Mobility 5 of All Households"
"46640",2006-07-01,"2006","25 - 34",845,"Census","Mobility 5 of All Households"
"46640",2006-07-01,"2006","35 - 44",670,"Census","Mobility 5 of All Households"
"46640",2006-07-01,"2006","45 - 54",375,"Census","Mobility 5 of All Households"
"46640",2006-07-01,"2006","55 - 64",135,"Census","Mobility 5 of All Households"
"46640",2006-07-01,"2006","Total 65+",50,"Census","Mobility 5 of All Households"
"46640",2006-07-01,"2006","Total",2445,"Census","Mobility 5 of All Households"
"46640",2011-07-01,"2011","15 - 24",380,"Census","Mobility 5 of All Households"
"46640",2011-07-01,"2011","25 - 34",885,"Census","Mobility 5 of All Households"
"46640",2011-07-01,"2011","35 - 44",500,"Census","Mobility 5 of All Households"
"46640",2011-07-01,"2011","45 - 54",370,"Census","Mobility 5 of All Households"
"46640",2011-07-01,"2011","55 - 64",185,"Census","Mobility 5 of All Households"
"46640",2011-07-01,"2011","Total 65+",100,"Census","Mobility 5 of All Households"
"46640",2011-07-01,"2011","Total",2425,"Census","Mobility 5 of All Households"
"46640",2016-07-01,"2016","15 - 24",230,"Census","Mobility 5 of All Households"
"46640",2016-07-01,"2016","25 - 34",885,"Census","Mobility 5 of All Households"
"46640",2016-07-01,"2016","35 - 44",560,"Census","Mobility 5 of All Households"
"46640",2016-07-01,"2016","45 - 54",330,"Census","Mobility 5 of All Households"
"46640",2016-07-01,"2016","55 - 64",165,"Census","Mobility 5 of All Households"
"46640",2016-07-01,"2016","Total 65+",60,"Census","Mobility 5 of All Households"
"46640",2016-07-01,"2016","Total",2240,"Census","Mobility 5 of All Households"
"46640",2021-07-01,"2021","15 - 24",255,"Census","Mobility 5 of All Households"
"46640",2021-07-01,"2021","25 - 34",815,"Census","Mobility 5 of All Households"
"46640",2021-07-01,"2021","35 - 44",450,"Census","Mobility 5 of All Households"
"46640",2021-07-01,"2021","45 - 54",285,"Census","Mobility 5 of All Households"
"46640",2021-07-01,"2021","55 - 64",170,"Census","Mobility 5 of All Households"
"46640",2021-07-01,"2021","Total 65+",105,"Census","Mobility 5 of All Households"
"46640",2021-07-01,"2021","Total",2075,"Census","Mobility 5 of All Households"
