"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48835",2006-07-01,"2006","15 - 24",23205,"Census","Mobility 5 of All Households"
"48835",2006-07-01,"2006","25 - 34",61195,"Census","Mobility 5 of All Households"
"48835",2006-07-01,"2006","35 - 44",47180,"Census","Mobility 5 of All Households"
"48835",2006-07-01,"2006","45 - 54",33345,"Census","Mobility 5 of All Households"
"48835",2006-07-01,"2006","55 - 64",16780,"Census","Mobility 5 of All Households"
"48835",2006-07-01,"2006","Total 65+",15585,"Census","Mobility 5 of All Households"
"48835",2006-07-01,"2006","Total",197290,"Census","Mobility 5 of All Households"
"48835",2011-07-01,"2011","15 - 24",21590,"Census","Mobility 5 of All Households"
"48835",2011-07-01,"2011","25 - 34",70100,"Census","Mobility 5 of All Households"
"48835",2011-07-01,"2011","35 - 44",47785,"Census","Mobility 5 of All Households"
"48835",2011-07-01,"2011","45 - 54",34010,"Census","Mobility 5 of All Households"
"48835",2011-07-01,"2011","55 - 64",18345,"Census","Mobility 5 of All Households"
"48835",2011-07-01,"2011","Total 65+",11875,"Census","Mobility 5 of All Households"
"48835",2011-07-01,"2011","Total",203710,"Census","Mobility 5 of All Households"
"48835",2016-07-01,"2016","15 - 24",18495,"Census","Mobility 5 of All Households"
"48835",2016-07-01,"2016","25 - 34",77470,"Census","Mobility 5 of All Households"
"48835",2016-07-01,"2016","35 - 44",56135,"Census","Mobility 5 of All Households"
"48835",2016-07-01,"2016","45 - 54",35890,"Census","Mobility 5 of All Households"
"48835",2016-07-01,"2016","55 - 64",21825,"Census","Mobility 5 of All Households"
"48835",2016-07-01,"2016","Total 65+",14970,"Census","Mobility 5 of All Households"
"48835",2016-07-01,"2016","Total",224790,"Census","Mobility 5 of All Households"
"48835",2021-07-01,"2021","15 - 24",17820,"Census","Mobility 5 of All Households"
"48835",2021-07-01,"2021","25 - 34",73380,"Census","Mobility 5 of All Households"
"48835",2021-07-01,"2021","35 - 44",60340,"Census","Mobility 5 of All Households"
"48835",2021-07-01,"2021","45 - 54",34590,"Census","Mobility 5 of All Households"
"48835",2021-07-01,"2021","55 - 64",24475,"Census","Mobility 5 of All Households"
"48835",2021-07-01,"2021","Total 65+",21360,"Census","Mobility 5 of All Households"
"48835",2021-07-01,"2021","Total",231970,"Census","Mobility 5 of All Households"
