"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35530",2006-07-01,"2006","15 - 24",475,"Census","Mobility 5 of All Households"
"35530",2006-07-01,"2006","25 - 34",2095,"Census","Mobility 5 of All Households"
"35530",2006-07-01,"2006","35 - 44",1910,"Census","Mobility 5 of All Households"
"35530",2006-07-01,"2006","45 - 54",1820,"Census","Mobility 5 of All Households"
"35530",2006-07-01,"2006","55 - 64",1695,"Census","Mobility 5 of All Households"
"35530",2006-07-01,"2006","Total 65+",1850,"Census","Mobility 5 of All Households"
"35530",2006-07-01,"2006","Total",9835,"Census","Mobility 5 of All Households"
"35530",2011-07-01,"2011","15 - 24",375,"Census","Mobility 5 of All Households"
"35530",2011-07-01,"2011","25 - 34",1780,"Census","Mobility 5 of All Households"
"35530",2011-07-01,"2011","35 - 44",1375,"Census","Mobility 5 of All Households"
"35530",2011-07-01,"2011","45 - 54",1600,"Census","Mobility 5 of All Households"
"35530",2011-07-01,"2011","55 - 64",1495,"Census","Mobility 5 of All Households"
"35530",2011-07-01,"2011","Total 65+",1590,"Census","Mobility 5 of All Households"
"35530",2011-07-01,"2011","Total",8210,"Census","Mobility 5 of All Households"
"35530",2016-07-01,"2016","15 - 24",375,"Census","Mobility 5 of All Households"
"35530",2016-07-01,"2016","25 - 34",1870,"Census","Mobility 5 of All Households"
"35530",2016-07-01,"2016","35 - 44",1275,"Census","Mobility 5 of All Households"
"35530",2016-07-01,"2016","45 - 54",1580,"Census","Mobility 5 of All Households"
"35530",2016-07-01,"2016","55 - 64",1855,"Census","Mobility 5 of All Households"
"35530",2016-07-01,"2016","Total 65+",1970,"Census","Mobility 5 of All Households"
"35530",2016-07-01,"2016","Total",8920,"Census","Mobility 5 of All Households"
"35530",2021-07-01,"2021","15 - 24",305,"Census","Mobility 5 of All Households"
"35530",2021-07-01,"2021","25 - 34",2015,"Census","Mobility 5 of All Households"
"35530",2021-07-01,"2021","35 - 44",1635,"Census","Mobility 5 of All Households"
"35530",2021-07-01,"2021","45 - 54",1405,"Census","Mobility 5 of All Households"
"35530",2021-07-01,"2021","55 - 64",2140,"Census","Mobility 5 of All Households"
"35530",2021-07-01,"2021","Total 65+",2285,"Census","Mobility 5 of All Households"
"35530",2021-07-01,"2021","Total",9775,"Census","Mobility 5 of All Households"
