"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35502",2006-07-01,"2006","15 - 24",160,"Census","Mobility 5 of All Households"
"35502",2006-07-01,"2006","25 - 34",525,"Census","Mobility 5 of All Households"
"35502",2006-07-01,"2006","35 - 44",485,"Census","Mobility 5 of All Households"
"35502",2006-07-01,"2006","45 - 54",470,"Census","Mobility 5 of All Households"
"35502",2006-07-01,"2006","55 - 64",310,"Census","Mobility 5 of All Households"
"35502",2006-07-01,"2006","Total 65+",345,"Census","Mobility 5 of All Households"
"35502",2006-07-01,"2006","Total",2285,"Census","Mobility 5 of All Households"
"35502",2011-07-01,"2011","15 - 24",145,"Census","Mobility 5 of All Households"
"35502",2011-07-01,"2011","25 - 34",400,"Census","Mobility 5 of All Households"
"35502",2011-07-01,"2011","35 - 44",410,"Census","Mobility 5 of All Households"
"35502",2011-07-01,"2011","45 - 54",445,"Census","Mobility 5 of All Households"
"35502",2011-07-01,"2011","55 - 64",390,"Census","Mobility 5 of All Households"
"35502",2011-07-01,"2011","Total 65+",445,"Census","Mobility 5 of All Households"
"35502",2011-07-01,"2011","Total",2225,"Census","Mobility 5 of All Households"
"35502",2016-07-01,"2016","15 - 24",145,"Census","Mobility 5 of All Households"
"35502",2016-07-01,"2016","25 - 34",410,"Census","Mobility 5 of All Households"
"35502",2016-07-01,"2016","35 - 44",370,"Census","Mobility 5 of All Households"
"35502",2016-07-01,"2016","45 - 54",445,"Census","Mobility 5 of All Households"
"35502",2016-07-01,"2016","55 - 64",425,"Census","Mobility 5 of All Households"
"35502",2016-07-01,"2016","Total 65+",480,"Census","Mobility 5 of All Households"
"35502",2016-07-01,"2016","Total",2285,"Census","Mobility 5 of All Households"
"35502",2021-07-01,"2021","15 - 24",175,"Census","Mobility 5 of All Households"
"35502",2021-07-01,"2021","25 - 34",425,"Census","Mobility 5 of All Households"
"35502",2021-07-01,"2021","35 - 44",370,"Census","Mobility 5 of All Households"
"35502",2021-07-01,"2021","45 - 54",400,"Census","Mobility 5 of All Households"
"35502",2021-07-01,"2021","55 - 64",435,"Census","Mobility 5 of All Households"
"35502",2021-07-01,"2021","Total 65+",695,"Census","Mobility 5 of All Households"
"35502",2021-07-01,"2021","Total",2510,"Census","Mobility 5 of All Households"
