"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"24406",2006-07-01,"2006","15 - 24",365,"Census","Mobility 5 of All Households"
"24406",2006-07-01,"2006","25 - 34",1215,"Census","Mobility 5 of All Households"
"24406",2006-07-01,"2006","35 - 44",965,"Census","Mobility 5 of All Households"
"24406",2006-07-01,"2006","45 - 54",790,"Census","Mobility 5 of All Households"
"24406",2006-07-01,"2006","55 - 64",340,"Census","Mobility 5 of All Households"
"24406",2006-07-01,"2006","Total 65+",340,"Census","Mobility 5 of All Households"
"24406",2006-07-01,"2006","Total",4010,"Census","Mobility 5 of All Households"
"24406",2011-07-01,"2011","15 - 24",375,"Census","Mobility 5 of All Households"
"24406",2011-07-01,"2011","25 - 34",1210,"Census","Mobility 5 of All Households"
"24406",2011-07-01,"2011","35 - 44",625,"Census","Mobility 5 of All Households"
"24406",2011-07-01,"2011","45 - 54",600,"Census","Mobility 5 of All Households"
"24406",2011-07-01,"2011","55 - 64",460,"Census","Mobility 5 of All Households"
"24406",2011-07-01,"2011","Total 65+",305,"Census","Mobility 5 of All Households"
"24406",2011-07-01,"2011","Total",3570,"Census","Mobility 5 of All Households"
"24406",2016-07-01,"2016","15 - 24",325,"Census","Mobility 5 of All Households"
"24406",2016-07-01,"2016","25 - 34",985,"Census","Mobility 5 of All Households"
"24406",2016-07-01,"2016","35 - 44",715,"Census","Mobility 5 of All Households"
"24406",2016-07-01,"2016","45 - 54",610,"Census","Mobility 5 of All Households"
"24406",2016-07-01,"2016","55 - 64",460,"Census","Mobility 5 of All Households"
"24406",2016-07-01,"2016","Total 65+",430,"Census","Mobility 5 of All Households"
"24406",2016-07-01,"2016","Total",3525,"Census","Mobility 5 of All Households"
"24406",2021-07-01,"2021","15 - 24",370,"Census","Mobility 5 of All Households"
"24406",2021-07-01,"2021","25 - 34",955,"Census","Mobility 5 of All Households"
"24406",2021-07-01,"2021","35 - 44",770,"Census","Mobility 5 of All Households"
"24406",2021-07-01,"2021","45 - 54",465,"Census","Mobility 5 of All Households"
"24406",2021-07-01,"2021","55 - 64",520,"Census","Mobility 5 of All Households"
"24406",2021-07-01,"2021","Total 65+",485,"Census","Mobility 5 of All Households"
"24406",2021-07-01,"2021","Total",3560,"Census","Mobility 5 of All Households"
