Montréal — Historical Inventory of Completed and Unabsorbed Homeowner and Condominium Units by Dwelling Type  
January 1998 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1998,609,222,241,541,"1,613",
Feb 1998,657,237,246,525,"1,665",
Mar 1998,694,247,251,544,"1,736",
Apr 1998,733,247,235,535,"1,750",
May 1998,750,247,212,497,"1,706",
Jun 1998,666,249,186,472,"1,573",
Jul 1998,472,196,175,561,"1,404",
Aug 1998,462,187,174,528,"1,351",
Sep 1998,501,184,180,520,"1,385",
Oct 1998,511,194,182,537,"1,424",
Nov 1998,545,184,205,488,"1,422",
Dec 1998,571,182,190,499,"1,442",
Jan 1999,621,195,153,458,"1,427",
Feb 1999,652,198,146,474,"1,470",
Mar 1999,717,198,138,480,"1,533",
Apr 1999,812,218,151,437,"1,618",
May 1999,884,177,150,450,"1,661",
Jun 1999,658,164,167,414,"1,403",
Jul 1999,493,156,202,492,"1,343",
Aug 1999,467,154,207,504,"1,332",
Sep 1999,496,131,188,422,"1,237",
Oct 1999,552,147,164,406,"1,269",
Nov 1999,629,142,156,387,"1,314",
Dec 1999,705,139,157,426,"1,427",
Jan 2000,741,139,155,425,"1,460",
Feb 2000,741,132,155,435,"1,463",
Mar 2000,824,139,151,417,"1,531",
Apr 2000,856,142,153,470,"1,621",
May 2000,976,158,153,489,"1,776",
Jun 2000,821,142,173,431,"1,567",
Jul 2000,548,93,160,449,"1,250",
Aug 2000,493,100,148,441,"1,182",
Sep 2000,549,99,137,430,"1,215",
Oct 2000,540,82,160,478,"1,260",
Nov 2000,563,95,154,438,"1,250",
Dec 2000,650,94,141,443,"1,328",
Jan 2001,656,96,143,475,"1,370",
Feb 2001,664,86,183,489,"1,422",
Mar 2001,731,90,184,480,"1,485",
Apr 2001,754,98,165,510,"1,527",
May 2001,760,99,156,579,"1,594",
Jun 2001,616,110,119,485,"1,330",
Jul 2001,466,104,71,413,"1,054",
Aug 2001,463,86,68,350,967,
Sep 2001,499,88,81,392,"1,060",
Oct 2001,559,81,89,478,"1,207",
Nov 2001,648,85,96,565,"1,394",
Dec 2001,648,95,103,589,"1,435",
Jan 2002,671,91,102,511,"1,375",
Feb 2002,730,97,105,494,"1,426",
Mar 2002,772,108,111,613,"1,604",
Apr 2002,785,104,113,497,"1,499",
May 2002,818,101,106,481,"1,506",
Jun 2002,630,75,78,524,"1,307",
Jul 2002,511,69,100,528,"1,208",
Aug 2002,356,56,90,458,960,
Sep 2002,347,63,76,409,895,
Oct 2002,402,57,72,451,982,
Nov 2002,430,69,72,445,"1,016",
Dec 2002,476,75,82,465,"1,098",
Jan 2003,479,70,76,470,"1,095",
Feb 2003,487,68,68,460,"1,083",
Mar 2003,525,67,72,517,"1,181",
Apr 2003,559,73,69,515,"1,216",
May 2003,628,91,82,608,"1,409",
Jun 2003,616,105,89,623,"1,433",
Jul 2003,430,82,82,573,"1,167",
Aug 2003,430,83,76,612,"1,201",
Sep 2003,480,82,80,605,"1,247",
Oct 2003,509,82,125,657,"1,373",
Nov 2003,513,94,130,683,"1,420",
Dec 2003,507,91,119,738,"1,455",
Jan 2004,501,74,90,702,"1,367",
Feb 2004,532,82,82,756,"1,452",
Mar 2004,575,93,72,775,"1,515",
Apr 2004,627,103,82,846,"1,658",
May 2004,672,101,72,766,"1,611",
Jun 2004,627,93,54,722,"1,496",
Jul 2004,517,83,93,"1,020","1,713",
Aug 2004,511,91,102,"1,073","1,777",
