Montréal — Historical Inventory of Completed and Unabsorbed Homeowner and Condominium Units by Dwelling Type  
January 1998 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1998,0,5,86,531,622,
Feb 1998,0,4,94,515,613,
Mar 1998,0,4,95,534,633,
Apr 1998,0,5,92,523,620,
May 1998,0,6,78,490,574,
Jun 1998,0,6,90,466,562,
Jul 1998,0,4,88,561,653,
Aug 1998,0,6,96,528,630,
Sep 1998,0,5,105,520,630,
Oct 1998,0,7,111,537,655,
Nov 1998,0,5,128,488,621,
Dec 1998,0,5,118,499,622,
Jan 1999,0,5,92,458,555,
Feb 1999,0,5,85,474,564,
Mar 1999,0,5,76,480,561,
Apr 1999,0,5,89,437,531,
May 1999,0,3,91,450,544,
Jun 1999,0,2,101,414,517,
Jul 1999,0,3,131,489,623,
Aug 1999,0,3,130,503,636,
Sep 1999,0,4,115,421,540,
Oct 1999,0,2,107,405,514,
Nov 1999,0,3,108,387,498,
Dec 1999,0,3,108,424,535,
Jan 2000,0,2,103,421,526,
Feb 2000,0,2,107,432,541,
Mar 2000,0,2,106,414,522,
Apr 2000,0,2,103,469,574,
May 2000,0,2,104,488,594,
Jun 2000,0,3,115,426,544,
Jul 2000,0,1,118,447,566,
Aug 2000,0,2,115,440,557,
Sep 2000,0,3,106,429,538,
Oct 2000,0,3,137,471,611,
Nov 2000,0,3,132,432,567,
Dec 2000,0,3,121,437,561,
Jan 2001,0,3,124,469,596,
Feb 2001,0,3,164,483,650,
Mar 2001,0,3,166,474,643,
Apr 2001,0,3,152,504,659,
May 2001,0,3,140,578,721,
Jun 2001,0,3,106,485,594,
Jul 2001,0,3,62,413,478,
Aug 2001,0,3,59,350,412,
Sep 2001,0,4,68,392,464,
Oct 2001,0,4,77,478,559,
Nov 2001,0,4,83,560,647,
Dec 2001,0,4,87,586,677,
Jan 2002,0,3,86,509,598,
Feb 2002,0,3,89,492,584,
Mar 2002,0,3,90,608,701,
Apr 2002,0,3,93,492,588,
May 2002,0,3,90,477,570,
Jun 2002,0,3,66,520,589,
