Calgary — Historical Inventory of Completed and Unabsorbed Homeowner and Condominium Units by Dwelling Type  
January 1990 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,3,0,3,
Feb 1990,0,0,7,0,7,
Mar 1990,0,0,1,0,1,
Apr 1990,0,0,3,4,7,
May 1990,0,7,29,9,45,
Jun 1990,1,7,27,3,38,
Jul 1990,0,8,33,3,44,
Aug 1990,1,19,44,3,67,
Sep 1990,1,19,36,3,59,
Oct 1990,0,28,43,3,74,
Nov 1990,0,23,35,3,61,
Dec 1990,0,17,41,3,61,
Jan 1991,0,17,34,3,54,
Feb 1991,0,23,31,3,57,
Mar 1991,0,23,36,60,119,
Apr 1991,0,22,37,118,177,
May 1991,0,17,39,116,172,
Jun 1991,0,17,38,78,133,
Jul 1991,0,26,33,69,128,
Aug 1991,0,23,27,69,119,
Sep 1991,0,22,23,63,108,
Oct 1991,0,13,42,42,97,
Nov 1991,0,13,42,35,90,
Dec 1991,0,12,65,21,98,
Jan 1992,0,12,107,21,140,
Feb 1992,0,12,110,23,145,
Mar 1992,0,7,81,20,108,
Apr 1992,0,8,75,20,103,
May 1992,0,8,70,19,97,
Jun 1992,0,9,72,34,115,
Jul 1992,0,9,82,24,115,
Aug 1992,0,9,91,24,124,
Sep 1992,0,7,94,21,122,
Oct 1992,0,10,125,17,152,
Nov 1992,0,10,121,15,146,
Dec 1992,0,10,113,38,161,
Jan 1993,2,23,101,36,162,
Feb 1993,2,22,96,33,153,
Mar 1993,5,18,92,33,148,
Apr 1993,2,22,106,37,167,
May 1993,3,21,117,38,179,
Jun 1993,3,19,110,31,163,
Jul 1993,4,17,109,26,156,
Aug 1993,6,15,96,25,142,
Sep 1993,7,12,83,22,124,
Oct 1993,5,16,80,25,126,
Nov 1993,5,12,81,19,117,
Dec 1993,4,14,73,15,106,
Jan 1994,3,16,67,44,130,
Feb 1994,2,15,66,46,129,
Mar 1994,2,16,72,45,135,
Apr 1994,3,21,80,40,144,
May 1994,1,27,83,39,150,
Jun 1994,1,21,71,39,132,
Jul 1994,1,19,78,39,137,
Aug 1994,1,19,73,34,127,
Sep 1994,1,21,73,31,126,
Oct 1994,1,25,50,30,106,
Nov 1994,1,22,72,15,110,
Dec 1994,1,29,67,15,112,
Jan 1995,1,21,62,21,105,
Feb 1995,1,25,84,20,130,
Mar 1995,1,24,91,21,137,
Apr 1995,1,27,78,37,143,
May 1995,1,28,80,33,142,
Jun 1995,1,28,74,26,129,
Jul 1995,1,30,68,25,124,
Aug 1995,1,38,66,25,130,
Sep 1995,1,37,61,24,123,
Oct 1995,1,37,72,183,293,
Nov 1995,1,38,83,248,370,
Dec 1995,1,35,80,223,339,
Jan 1996,1,33,86,209,329,
Feb 1996,1,30,77,199,307,
Mar 1996,1,29,72,196,298,
Apr 1996,1,29,66,168,264,
May 1996,1,28,63,180,272,
Jun 1996,1,31,58,175,265,
Jul 1996,1,34,45,184,264,
Aug 1996,4,35,47,160,246,
Sep 1996,4,36,33,150,223,
Oct 1996,4,35,47,133,219,
Nov 1996,4,33,52,116,205,
Dec 1996,4,28,45,121,198,
Jan 1997,4,27,46,110,187,
Feb 1997,2,25,41,132,200,
Mar 1997,1,24,40,104,169,
Apr 1997,1,23,27,81,132,
May 1997,1,18,24,65,108,
Jun 1997,1,21,26,71,119,
Jul 1997,1,22,26,46,95,
Aug 1997,1,20,22,38,81,
Sep 1997,1,22,23,34,80,
Oct 1997,1,25,21,31,78,
Nov 1997,1,25,20,28,74,
Dec 1997,1,25,20,19,65,
Jan 1998,1,23,16,14,54,
Feb 1998,2,22,13,20,57,
Mar 1998,3,22,19,22,66,
Apr 1998,2,23,19,26,70,
May 1998,2,23,24,49,98,
Jun 1998,2,25,28,25,80,
Jul 1998,2,21,26,26,75,
Aug 1998,5,26,18,22,71,
Sep 1998,4,29,19,12,64,
Oct 1998,4,33,21,18,76,
Nov 1998,6,31,29,20,86,
Dec 1998,5,28,31,36,100,
Jan 1999,5,32,24,35,96,
Feb 1999,5,31,26,38,100,
Mar 1999,5,31,28,43,107,
Apr 1999,6,31,26,40,103,
May 1999,7,43,31,48,129,
Jun 1999,9,57,26,82,174,
Jul 1999,18,56,20,62,156,
Aug 1999,15,53,14,51,133,
Sep 1999,15,51,19,106,191,
Oct 1999,18,52,30,197,297,
Nov 1999,19,68,28,180,295,
Dec 1999,17,64,28,176,285,
Jan 2000,15,61,31,139,246,
Feb 2000,15,62,30,143,250,
Mar 2000,12,73,49,164,298,
Apr 2000,12,73,63,225,373,
May 2000,12,86,83,305,486,
Jun 2000,10,86,71,196,363,
Jul 2000,8,82,73,166,329,
Aug 2000,4,80,72,203,359,
Sep 2000,4,72,65,204,345,
Oct 2000,7,71,65,183,326,
Nov 2000,7,64,54,156,281,
Dec 2000,6,70,52,288,416,
Jan 2001,5,87,95,401,588,
Feb 2001,5,92,89,454,640,
Mar 2001,4,91,91,438,624,
Apr 2001,4,92,75,494,665,
May 2001,4,89,78,448,619,
Jun 2001,4,93,82,419,598,
Jul 2001,4,84,72,423,583,
Aug 2001,3,90,67,436,596,
Sep 2001,3,77,64,389,533,
Oct 2001,3,71,55,357,486,
Nov 2001,1,71,57,319,448,
Dec 2001,1,74,50,258,383,
Jan 2002,1,77,48,239,365,
Feb 2002,1,67,53,200,321,
Mar 2002,1,61,52,249,363,
Apr 2002,1,58,41,218,318,
May 2002,1,65,51,199,316,
Jun 2002,1,60,50,214,325,
Jul 2002,2,51,50,175,278,
Aug 2002,1,49,51,149,250,
Sep 2002,1,51,43,174,269,
Oct 2002,3,47,35,169,254,
Nov 2002,1,43,41,148,233,
Dec 2002,0,46,36,157,239,
Jan 2003,0,40,29,140,209,
Feb 2003,1,41,32,208,282,
Mar 2003,1,48,36,200,285,
Apr 2003,7,53,42,179,281,
May 2003,5,50,44,155,254,
Jun 2003,4,39,46,137,226,
Jul 2003,3,31,61,147,242,
Aug 2003,3,29,62,130,224,
Sep 2003,3,31,61,135,230,
Oct 2003,3,34,74,141,252,
Nov 2003,3,36,101,133,273,
Dec 2003,2,39,106,203,350,
Jan 2004,1,42,122,205,370,
Feb 2004,1,34,104,199,338,
Mar 2004,1,36,107,172,316,
Apr 2004,1,42,121,135,299,
May 2004,1,47,109,137,294,
Jun 2004,1,55,132,128,316,
Jul 2004,1,57,120,110,288,
Aug 2004,1,65,130,151,347,
Sep 2004,1,62,109,130,302,
Oct 2004,1,65,131,159,356,
Nov 2004,1,61,111,167,340,
Dec 2004,1,48,112,178,339,
Jan 2005,1,62,95,185,343,
Feb 2005,1,69,97,213,380,
Mar 2005,1,56,94,237,388,
Apr 2005,1,69,79,228,377,
May 2005,2,55,76,310,443,
Jun 2005,1,42,84,313,440,
Jul 2005,1,46,75,226,348,
Aug 2005,1,37,67,222,327,
Sep 2005,1,30,65,152,248,
Oct 2005,1,24,48,126,199,
Nov 2005,1,22,39,103,165,
Dec 2005,1,16,34,66,117,
Jan 2006,1,20,29,29,79,
Feb 2006,0,22,16,7,45,
Mar 2006,0,26,13,4,43,
Apr 2006,0,23,10,4,37,
May 2006,0,14,6,0,20,
Jun 2006,0,9,6,0,15,
Jul 2006,0,9,6,0,15,
Aug 2006,0,6,6,7,19,
Sep 2006,0,6,6,7,19,
Oct 2006,0,5,6,9,20,
Nov 2006,0,5,6,9,20,
Dec 2006,0,4,7,8,19,
Jan 2007,0,4,7,5,16,
Feb 2007,0,4,8,0,12,
Mar 2007,0,3,6,0,9,
Apr 2007,0,7,6,0,13,
May 2007,0,5,6,4,15,
Jun 2007,0,5,5,5,15,
Jul 2007,0,5,5,6,16,
Aug 2007,0,7,5,6,18,
Sep 2007,0,7,5,5,17,
Oct 2007,0,7,5,32,44,
Nov 2007,0,7,5,27,39,
Dec 2007,0,9,11,30,50,
Jan 2008,0,8,11,52,71,
Feb 2008,0,8,16,53,77,
Mar 2008,0,6,16,48,70,
Apr 2008,0,6,20,32,58,
May 2008,0,8,17,33,58,
Jun 2008,0,8,18,46,72,
Jul 2008,0,9,18,48,75,
Aug 2008,0,9,18,52,79,
Sep 2008,0,9,47,38,94,
Oct 2008,0,12,82,91,185,
Nov 2008,0,11,108,89,208,
Dec 2008,0,10,107,88,205,
Jan 2009,0,9,101,126,236,
Feb 2009,0,8,96,163,267,
Mar 2009,0,8,95,165,268,
Apr 2009,0,8,113,169,290,
May 2009,0,6,115,196,317,
Jun 2009,0,8,104,224,336,
Jul 2009,0,5,73,256,334,
Aug 2009,0,10,57,229,296,
Sep 2009,0,9,55,342,406,
Oct 2009,0,8,54,317,379,
Nov 2009,0,7,33,380,420,
Dec 2009,0,7,32,367,406,
Jan 2010,0,6,22,338,366,
Feb 2010,0,6,26,409,441,
Mar 2010,0,6,23,419,448,
Apr 2010,0,6,27,377,410,
May 2010,0,6,21,335,362,
Jun 2010,0,3,21,595,619,
Jul 2010,0,1,21,679,701,
Aug 2010,0,1,26,710,737,
Sep 2010,0,1,24,707,732,
Oct 2010,0,1,25,656,682,
Nov 2010,0,1,24,620,645,
Dec 2010,0,1,35,594,630,
Jan 2011,0,1,41,624,666,
Feb 2011,0,1,37,617,655,
Mar 2011,0,1,32,614,647,
Apr 2011,0,1,33,609,643,
May 2011,0,1,45,560,606,
Jun 2011,0,1,52,495,548,
Jul 2011,0,1,48,488,537,
Aug 2011,0,2,69,482,553,
Sep 2011,0,2,63,476,541,
Oct 2011,0,1,63,476,540,
Nov 2011,0,1,62,288,351,
Dec 2011,0,1,63,285,349,
Jan 2012,0,1,63,337,401,
Feb 2012,0,1,68,327,396,
Mar 2012,0,1,72,404,477,
Apr 2012,0,1,72,391,464,
May 2012,0,1,73,308,382,
Jun 2012,0,0,70,299,369,
Jul 2012,0,0,63,264,327,
Aug 2012,0,0,54,250,304,
Sep 2012,0,0,49,232,281,
Oct 2012,0,0,53,245,298,
Nov 2012,0,0,68,245,313,
Dec 2012,0,0,76,254,330,
Jan 2013,0,0,72,253,325,
Feb 2013,0,0,87,369,456,
Mar 2013,0,0,87,347,434,
Apr 2013,0,0,52,336,388,
May 2013,0,0,42,334,376,
Jun 2013,0,0,41,327,368,
Jul 2013,0,0,33,213,246,
Aug 2013,0,0,43,209,252,
Sep 2013,0,4,37,131,172,
Oct 2013,0,4,28,111,143,
Nov 2013,0,4,24,38,66,
Dec 2013,0,4,23,28,55,
Jan 2014,0,4,29,20,53,
Feb 2014,0,4,23,12,39,
