St. Catharines - Niagara — Historical Inventory of Completed and Unabsorbed Homeowner and Condominium Units by Dwelling Type  
January 1990 to March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,0,0,8,105,113,
Feb 1990,0,0,6,93,99,
Mar 1990,0,0,7,92,99,
Apr 1990,0,0,6,89,95,
May 1990,0,0,6,98,104,
Jun 1990,0,0,6,104,110,
Jul 1990,0,0,7,94,101,
Aug 1990,0,0,13,96,109,
Sep 1990,0,0,13,33,46,
Oct 1990,0,0,12,30,42,
Nov 1990,0,0,12,29,41,
Dec 1990,0,0,41,28,69,
Jan 1991,0,0,51,38,89,
Feb 1991,0,0,50,104,154,
Mar 1991,0,0,50,110,160,
Apr 1991,0,0,50,115,165,
May 1991,0,0,45,91,136,
Jun 1991,0,0,39,105,144,
Jul 1991,0,0,35,123,158,
Aug 1991,0,0,34,123,157,
Sep 1991,0,0,33,91,124,
Oct 1991,0,0,33,91,124,
Nov 1991,0,0,32,81,113,
Dec 1991,0,0,32,75,107,
Jan 1992,0,0,32,75,107,
Feb 1992,0,0,32,73,105,
Mar 1992,0,0,30,59,89,
Apr 1992,0,0,32,59,91,
May 1992,0,0,34,59,93,
Jun 1992,0,0,32,67,99,
Jul 1992,0,0,29,60,89,
Aug 1992,0,0,27,61,88,
Sep 1992,0,0,27,63,90,
Oct 1992,0,0,22,70,92,
Nov 1992,0,0,19,70,89,
Dec 1992,0,0,15,73,88,
Jan 1993,0,0,15,73,88,
Feb 1993,0,0,15,73,88,
Mar 1993,0,0,15,60,75,
Apr 1993,0,0,15,63,78,
May 1993,0,0,18,60,78,
Jun 1993,0,0,15,60,75,
Jul 1993,0,0,13,57,70,
Aug 1993,0,0,12,43,55,
Sep 1993,0,0,14,42,56,
Oct 1993,0,0,35,41,76,
Nov 1993,0,0,30,26,56,
Dec 1993,0,0,29,25,54,
Jan 1994,0,0,22,25,47,
Feb 1994,0,0,20,21,41,
Mar 1994,0,0,20,19,39,
Apr 1994,0,0,20,16,36,
May 1994,0,0,18,15,33,
Jun 1994,0,0,18,15,33,
Jul 1994,0,0,18,15,33,
Aug 1994,0,0,22,12,34,
Sep 1994,0,0,22,9,31,
Oct 1994,0,0,21,8,29,
Nov 1994,0,0,20,8,28,
Dec 1994,0,0,20,8,28,
Jan 1995,0,0,22,8,30,
Feb 1995,0,0,34,8,42,
Mar 1995,0,0,24,2,26,
Apr 1995,0,0,26,2,28,
May 1995,0,0,23,2,25,
Jun 1995,0,0,19,2,21,
Jul 1995,0,0,18,2,20,
Aug 1995,0,0,23,2,25,
Sep 1995,0,0,21,2,23,
Oct 1995,0,0,21,2,23,
Nov 1995,0,0,21,2,23,
Dec 1995,0,0,24,2,26,
Jan 1996,0,0,20,2,22,
Feb 1996,0,0,16,2,18,
Mar 1996,0,0,16,2,18,
Apr 1996,0,0,12,2,14,
May 1996,0,0,10,2,12,
Jun 1996,0,0,11,2,13,
Jul 1996,0,0,10,2,12,
Aug 1996,0,0,8,2,10,
Sep 1996,0,0,19,2,21,
Oct 1996,0,0,17,0,17,
Nov 1996,0,0,17,0,17,
Dec 1996,0,0,51,0,51,
Jan 1997,0,0,24,0,24,
Feb 1997,0,0,20,0,20,
Mar 1997,0,0,17,0,17,
Apr 1997,0,0,17,0,17,
May 1997,0,0,15,0,15,
Jun 1997,0,0,7,3,10,
Jul 1997,0,0,9,3,12,
Aug 1997,0,0,2,2,4,
Sep 1997,0,0,2,2,4,
Oct 1997,0,0,2,1,3,
Nov 1997,0,0,2,1,3,
Dec 1997,0,0,2,1,3,
Jan 1998,0,0,1,0,1,
Feb 1998,0,0,0,0,0,
Mar 1998,0,0,0,0,0,
Apr 1998,0,0,0,0,0,
May 1998,0,0,3,0,3,
Jun 1998,0,0,8,0,8,
Jul 1998,0,0,9,0,9,
Aug 1998,0,0,13,0,13,
Sep 1998,0,0,1,0,1,
Oct 1998,0,0,7,0,7,
Nov 1998,0,0,9,0,9,
Dec 1998,0,0,7,0,7,
Jan 1999,0,0,5,0,5,
Feb 1999,0,0,12,0,12,
Mar 1999,0,0,12,0,12,
Apr 1999,0,0,10,0,10,
May 1999,0,0,8,0,8,
Jun 1999,0,0,7,0,7,
Jul 1999,0,0,6,0,6,
Aug 1999,0,0,6,0,6,
Sep 1999,0,0,6,0,6,
Oct 1999,0,0,10,0,10,
Nov 1999,0,0,10,0,10,
Dec 1999,0,0,7,0,7,
Jan 2000,0,0,7,0,7,
Feb 2000,0,0,11,21,32,
Mar 2000,0,0,17,21,38,
Apr 2000,0,0,13,21,34,
May 2000,0,0,9,21,30,
Jun 2000,0,1,21,21,43,
Jul 2000,0,1,18,21,40,
Aug 2000,0,1,20,21,42,
Sep 2000,0,1,17,21,39,
Oct 2000,0,1,17,21,39,
Nov 2000,0,1,10,21,32,
Dec 2000,0,1,10,0,11,
Jan 2001,0,1,10,0,11,
Feb 2001,0,0,10,0,10,
Mar 2001,0,0,10,0,10,
Apr 2001,0,0,9,0,9,
May 2001,0,0,9,0,9,
Jun 2001,0,0,11,0,11,
Jul 2001,0,0,14,0,14,
Aug 2001,0,0,14,0,14,
Sep 2001,0,0,14,0,14,
Oct 2001,0,0,13,0,13,
Nov 2001,0,0,13,5,18,
Dec 2001,0,0,13,4,17,
Jan 2002,0,0,12,4,16,
Feb 2002,0,0,13,4,17,
Mar 2002,0,0,13,3,16,
Apr 2002,0,0,12,2,14,
May 2002,0,0,15,2,17,
Jun 2002,0,0,13,2,15,
Jul 2002,0,0,12,2,14,
Aug 2002,0,0,9,2,11,
Sep 2002,0,0,12,2,14,
Oct 2002,0,0,10,2,12,
Nov 2002,0,0,11,2,13,
Dec 2002,0,0,11,0,11,
Jan 2003,0,0,12,0,12,
Feb 2003,0,0,12,0,12,
Mar 2003,0,0,12,0,12,
Apr 2003,0,0,12,0,12,
May 2003,0,0,11,0,11,
Jun 2003,0,0,11,0,11,
Jul 2003,0,0,8,0,8,
Aug 2003,0,0,7,0,7,
Sep 2003,0,0,6,0,6,
Oct 2003,0,0,8,0,8,
Nov 2003,0,0,6,0,6,
Dec 2003,0,0,6,0,6,
Jan 2004,0,0,6,0,6,
Feb 2004,0,0,6,0,6,
Mar 2004,0,0,4,0,4,
Apr 2004,0,0,4,0,4,
May 2004,0,0,3,0,3,
Jun 2004,0,0,3,0,3,
Jul 2004,0,0,1,0,1,
Aug 2004,0,0,6,0,6,
Sep 2004,0,0,6,0,6,
Oct 2004,0,0,5,0,5,
Nov 2004,0,0,5,0,5,
Dec 2004,0,0,2,0,2,
Jan 2005,0,0,2,0,2,
Feb 2005,0,0,2,0,2,
Mar 2005,0,0,3,0,3,
Apr 2005,0,0,3,0,3,
May 2005,0,0,2,0,2,
Jun 2005,0,0,2,0,2,
Jul 2005,1,0,5,0,6,
Aug 2005,2,0,11,0,13,
Sep 2005,2,1,9,0,12,
Oct 2005,2,1,9,0,12,
Nov 2005,2,1,9,0,12,
Dec 2005,1,1,7,0,9,
Jan 2006,1,1,6,0,8,
