Ottawa — Historical Inventory of Completed and Unabsorbed Homeowner and Condominium Units by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,255,15,118,174,562,
Feb 1990,231,15,106,165,517,
Mar 1990,207,16,91,269,583,
Apr 1990,181,15,68,260,524,
May 1990,178,18,68,258,522,
Jun 1990,198,20,83,229,530,
Jul 1990,200,23,82,210,515,
Aug 1990,201,34,102,195,532,
Sep 1990,237,28,103,185,553,
Oct 1990,257,30,142,197,626,
Nov 1990,283,31,161,190,665,
Dec 1990,272,38,174,190,674,
Jan 1991,246,27,188,187,648,
Feb 1991,247,26,152,186,611,
Mar 1991,204,22,137,351,714,
Apr 1991,159,18,109,466,752,
May 1991,134,16,88,465,703,
Jun 1991,120,13,79,462,674,
Jul 1991,119,13,59,416,607,
Aug 1991,110,11,59,396,576,
Sep 1991,131,18,63,375,587,
Oct 1991,137,19,86,366,608,
Nov 1991,157,24,109,350,640,
Dec 1991,184,18,111,346,659,
Jan 1992,187,17,127,308,639,
Feb 1992,174,13,109,279,575,
Mar 1992,149,9,91,260,509,
Apr 1992,147,4,87,229,467,
May 1992,134,5,88,228,455,
Jun 1992,122,5,74,227,428,
Jul 1992,109,3,73,203,388,
Aug 1992,141,3,84,215,443,
Sep 1992,110,3,78,191,382,
Oct 1992,134,10,168,178,490,
Nov 1992,130,14,170,175,489,
Dec 1992,155,14,208,225,602,
Jan 1993,171,11,209,234,625,
Feb 1993,192,8,189,230,619,
Mar 1993,179,7,221,218,625,
Apr 1993,177,8,184,196,565,
May 1993,159,11,188,189,547,
Jun 1993,154,8,171,201,534,
Jul 1993,158,11,159,201,529,
Aug 1993,178,11,168,180,537,
Sep 1993,204,14,211,154,583,
Oct 1993,216,21,225,132,594,
Nov 1993,251,21,246,122,640,
Dec 1993,245,23,261,119,648,
Jan 1994,245,27,240,114,626,
Feb 1994,238,29,208,103,578,
Mar 1994,221,28,167,95,511,
Apr 1994,181,33,141,90,445,
May 1994,100,15,129,84,328,
Jun 1994,98,16,127,163,404,
Jul 1994,115,14,138,161,428,
Aug 1994,129,21,168,161,479,
Sep 1994,142,25,208,162,537,
Oct 1994,168,29,251,186,634,
Nov 1994,195,34,280,178,687,
Dec 1994,172,42,313,179,706,
Jan 1995,175,42,326,192,735,
Feb 1995,177,40,326,200,743,
Mar 1995,181,38,321,189,729,
Apr 1995,173,32,309,187,701,
May 1995,164,26,298,186,674,
Jun 1995,151,23,286,180,640,
Jul 1995,155,26,255,170,606,
Aug 1995,142,23,270,176,611,
Sep 1995,133,21,266,170,590,
Oct 1995,132,21,273,171,597,
Nov 1995,149,24,265,161,599,
Dec 1995,140,24,254,181,599,
Jan 1996,125,22,255,181,583,
Feb 1996,115,15,242,166,538,
Mar 1996,112,18,226,165,521,
Apr 1996,81,17,205,157,460,
May 1996,69,14,171,144,398,
Jun 1996,79,10,142,134,365,
Jul 1996,82,10,138,133,363,
Aug 1996,98,10,152,133,393,
Sep 1996,103,13,145,129,390,
Oct 1996,128,13,183,125,449,
Nov 1996,123,13,194,121,451,
Dec 1996,128,15,197,120,460,
Jan 1997,106,19,193,123,441,
Feb 1997,109,27,188,122,446,
Mar 1997,118,28,166,129,441,
Apr 1997,121,34,169,130,454,
May 1997,123,27,173,127,450,
Jun 1997,110,25,161,124,420,
Jul 1997,85,16,158,113,372,
Aug 1997,86,12,158,109,365,
Sep 1997,119,17,170,97,403,
Oct 1997,137,15,174,98,424,
Nov 1997,118,18,188,96,420,
Dec 1997,120,23,193,99,435,
Jan 1998,125,31,204,90,450,
Feb 1998,127,25,196,86,434,
Mar 1998,140,22,181,85,428,
Apr 1998,160,22,177,81,440,
May 1998,152,20,164,87,423,
Jun 1998,138,16,164,85,403,
Jul 1998,147,18,169,77,411,
Aug 1998,167,26,191,27,411,
Sep 1998,148,19,201,23,391,
Oct 1998,189,19,186,23,417,
Nov 1998,185,25,192,26,428,
Dec 1998,151,34,214,26,425,
Jan 1999,170,28,206,25,429,
Feb 1999,160,21,184,36,401,
Mar 1999,146,15,181,34,376,
Apr 1999,124,9,132,30,295,
May 1999,128,18,123,26,295,
Jun 1999,127,13,134,25,299,
Jul 1999,119,24,118,25,286,
Aug 1999,101,25,106,23,255,
Sep 1999,107,25,103,18,253,
Oct 1999,125,21,113,16,275,
Nov 1999,134,25,142,14,315,
Dec 1999,138,15,147,12,312,
Jan 2000,120,14,141,12,287,
Feb 2000,135,28,134,14,311,
Mar 2000,115,31,130,9,285,
Apr 2000,109,16,130,12,267,
May 2000,110,11,136,11,268,
Jun 2000,135,16,129,10,290,
Jul 2000,123,25,118,5,271,
Aug 2000,120,9,102,4,235,
Sep 2000,113,7,106,4,230,
Oct 2000,97,4,83,4,188,
Nov 2000,136,13,70,4,223,
Dec 2000,103,14,74,3,194,
Jan 2001,80,12,74,2,168,
Feb 2001,90,16,67,2,175,
Mar 2001,85,14,72,2,173,
Apr 2001,82,17,86,2,187,
May 2001,86,17,66,2,171,
Jun 2001,74,22,63,2,161,
Jul 2001,95,39,54,3,191,
Aug 2001,86,31,83,3,203,
Sep 2001,78,29,67,10,184,
Oct 2001,78,42,67,12,199,
Nov 2001,80,41,76,11,208,
Dec 2001,74,29,110,7,220,
Jan 2002,72,27,113,3,215,
Feb 2002,61,32,97,2,192,
Mar 2002,69,43,115,2,229,
Apr 2002,67,24,133,25,249,
May 2002,67,35,117,13,232,
Jun 2002,79,26,106,20,231,
Jul 2002,74,27,98,14,213,
Aug 2002,76,29,99,16,220,
Sep 2002,74,22,95,14,205,
Oct 2002,72,29,91,10,202,
Nov 2002,62,30,98,32,222,
Dec 2002,59,26,111,30,226,
Jan 2003,59,16,101,24,200,
Feb 2003,54,12,100,23,189,
Mar 2003,51,16,116,23,206,
Apr 2003,46,17,114,19,196,
May 2003,52,23,111,12,198,
Jun 2003,51,23,102,12,188,
Jul 2003,48,17,94,9,168,
Aug 2003,52,16,88,8,164,
Sep 2003,53,17,73,7,150,
Oct 2003,49,24,82,7,162,
Nov 2003,47,29,81,4,161,
Dec 2003,53,26,86,2,167,
Jan 2004,49,27,100,56,232,
Feb 2004,39,26,92,56,213,
Mar 2004,39,29,84,55,207,
Apr 2004,47,34,95,55,231,
May 2004,54,38,85,55,232,
Jun 2004,43,29,89,76,237,
Jul 2004,53,21,90,76,240,
Aug 2004,45,26,86,91,248,
Sep 2004,59,21,108,83,271,
Oct 2004,64,26,93,82,265,
Nov 2004,84,29,93,77,283,
Dec 2004,98,27,100,77,302,
Jan 2005,92,32,96,79,299,
Feb 2005,84,28,82,96,290,
Mar 2005,82,25,73,96,276,
Apr 2005,91,24,87,85,287,
May 2005,88,30,98,66,282,
Jun 2005,72,29,106,91,298,
Jul 2005,66,25,115,61,267,
Aug 2005,64,19,124,65,272,
Sep 2005,70,23,137,71,301,
Oct 2005,104,27,131,63,325,
Nov 2005,95,27,133,95,350,
Dec 2005,164,33,126,91,414,
Jan 2006,178,36,124,87,425,
Feb 2006,75,28,127,83,313,
Mar 2006,55,28,116,78,277,
Apr 2006,54,26,124,78,282,
May 2006,51,25,117,78,271,
Jun 2006,51,23,106,55,235,
Jul 2006,55,22,127,99,303,
Aug 2006,51,23,108,90,272,
Sep 2006,52,25,94,86,257,
Oct 2006,61,23,83,80,247,
Nov 2006,53,21,77,84,235,
Dec 2006,59,24,75,80,238,
Jan 2007,58,30,77,74,239,
Feb 2007,57,27,72,80,236,
Mar 2007,58,24,74,75,231,
