"GeoUID","Date","DateString","Dwelling Type","Value","Survey","Series"
"48840",1990-02-01,"1990/Q1","Single",2,"Scss","Starts"
"48840",1990-02-01,"1990/Q1","Semi-Detached",0,"Scss","Starts"
"48840",1990-02-01,"1990/Q1","Row",0,"Scss","Starts"
"48840",1990-02-01,"1990/Q1","Apartment",0,"Scss","Starts"
"48840",1990-02-01,"1990/Q1","All",2,"Scss","Starts"
"48840",1990-05-01,"1990/Q2","Single",10,"Scss","Starts"
"48840",1990-05-01,"1990/Q2","Semi-Detached",0,"Scss","Starts"
"48840",1990-05-01,"1990/Q2","Row",0,"Scss","Starts"
"48840",1990-05-01,"1990/Q2","Apartment",0,"Scss","Starts"
"48840",1990-05-01,"1990/Q2","All",10,"Scss","Starts"
"48840",1990-08-01,"1990/Q3","Single",10,"Scss","Starts"
"48840",1990-08-01,"1990/Q3","Semi-Detached",0,"Scss","Starts"
"48840",1990-08-01,"1990/Q3","Row",0,"Scss","Starts"
"48840",1990-08-01,"1990/Q3","Apartment",0,"Scss","Starts"
"48840",1990-08-01,"1990/Q3","All",10,"Scss","Starts"
"48840",1990-11-01,"1990/Q4","Single",22,"Scss","Starts"
"48840",1990-11-01,"1990/Q4","Semi-Detached",2,"Scss","Starts"
"48840",1990-11-01,"1990/Q4","Row",0,"Scss","Starts"
"48840",1990-11-01,"1990/Q4","Apartment",0,"Scss","Starts"
"48840",1990-11-01,"1990/Q4","All",24,"Scss","Starts"
"48840",1991-02-01,"1991/Q1","Single",7,"Scss","Starts"
"48840",1991-02-01,"1991/Q1","Semi-Detached",0,"Scss","Starts"
"48840",1991-02-01,"1991/Q1","Row",0,"Scss","Starts"
"48840",1991-02-01,"1991/Q1","Apartment",0,"Scss","Starts"
"48840",1991-02-01,"1991/Q1","All",7,"Scss","Starts"
"48840",1991-05-01,"1991/Q2","Single",22,"Scss","Starts"
"48840",1991-05-01,"1991/Q2","Semi-Detached",2,"Scss","Starts"
"48840",1991-05-01,"1991/Q2","Row",0,"Scss","Starts"
"48840",1991-05-01,"1991/Q2","Apartment",0,"Scss","Starts"
"48840",1991-05-01,"1991/Q2","All",24,"Scss","Starts"
"48840",1991-08-01,"1991/Q3","Single",32,"Scss","Starts"
"48840",1991-08-01,"1991/Q3","Semi-Detached",4,"Scss","Starts"
"48840",1991-08-01,"1991/Q3","Row",0,"Scss","Starts"
"48840",1991-08-01,"1991/Q3","Apartment",0,"Scss","Starts"
"48840",1991-08-01,"1991/Q3","All",36,"Scss","Starts"
"48840",1991-11-01,"1991/Q4","Single",14,"Scss","Starts"
"48840",1991-11-01,"1991/Q4","Semi-Detached",0,"Scss","Starts"
"48840",1991-11-01,"1991/Q4","Row",0,"Scss","Starts"
"48840",1991-11-01,"1991/Q4","Apartment",0,"Scss","Starts"
"48840",1991-11-01,"1991/Q4","All",14,"Scss","Starts"
"48840",1992-02-01,"1992/Q1","Single",7,"Scss","Starts"
"48840",1992-02-01,"1992/Q1","Semi-Detached",0,"Scss","Starts"
"48840",1992-02-01,"1992/Q1","Row",0,"Scss","Starts"
"48840",1992-02-01,"1992/Q1","Apartment",0,"Scss","Starts"
"48840",1992-02-01,"1992/Q1","All",7,"Scss","Starts"
"48840",1992-05-01,"1992/Q2","Single",11,"Scss","Starts"
"48840",1992-05-01,"1992/Q2","Semi-Detached",0,"Scss","Starts"
"48840",1992-05-01,"1992/Q2","Row",0,"Scss","Starts"
"48840",1992-05-01,"1992/Q2","Apartment",0,"Scss","Starts"
"48840",1992-05-01,"1992/Q2","All",11,"Scss","Starts"
"48840",1992-08-01,"1992/Q3","Single",15,"Scss","Starts"
"48840",1992-08-01,"1992/Q3","Semi-Detached",0,"Scss","Starts"
"48840",1992-08-01,"1992/Q3","Row",3,"Scss","Starts"
"48840",1992-08-01,"1992/Q3","Apartment",0,"Scss","Starts"
"48840",1992-08-01,"1992/Q3","All",18,"Scss","Starts"
"48840",1992-11-01,"1992/Q4","Single",8,"Scss","Starts"
"48840",1992-11-01,"1992/Q4","Semi-Detached",0,"Scss","Starts"
"48840",1992-11-01,"1992/Q4","Row",0,"Scss","Starts"
"48840",1992-11-01,"1992/Q4","Apartment",0,"Scss","Starts"
"48840",1992-11-01,"1992/Q4","All",8,"Scss","Starts"
"48840",1993-02-01,"1993/Q1","Single",5,"Scss","Starts"
"48840",1993-02-01,"1993/Q1","Semi-Detached",0,"Scss","Starts"
"48840",1993-02-01,"1993/Q1","Row",0,"Scss","Starts"
"48840",1993-02-01,"1993/Q1","Apartment",0,"Scss","Starts"
"48840",1993-02-01,"1993/Q1","All",5,"Scss","Starts"
"48840",1993-05-01,"1993/Q2","Single",10,"Scss","Starts"
"48840",1993-05-01,"1993/Q2","Semi-Detached",0,"Scss","Starts"
"48840",1993-05-01,"1993/Q2","Row",0,"Scss","Starts"
"48840",1993-05-01,"1993/Q2","Apartment",0,"Scss","Starts"
"48840",1993-05-01,"1993/Q2","All",10,"Scss","Starts"
"48840",1993-08-01,"1993/Q3","Single",12,"Scss","Starts"
"48840",1993-08-01,"1993/Q3","Semi-Detached",0,"Scss","Starts"
"48840",1993-08-01,"1993/Q3","Row",0,"Scss","Starts"
"48840",1993-08-01,"1993/Q3","Apartment",0,"Scss","Starts"
"48840",1993-08-01,"1993/Q3","All",12,"Scss","Starts"
"48840",1993-11-01,"1993/Q4","Single",19,"Scss","Starts"
"48840",1993-11-01,"1993/Q4","Semi-Detached",12,"Scss","Starts"
"48840",1993-11-01,"1993/Q4","Row",0,"Scss","Starts"
"48840",1993-11-01,"1993/Q4","Apartment",0,"Scss","Starts"
"48840",1993-11-01,"1993/Q4","All",31,"Scss","Starts"
"48840",1994-02-01,"1994/Q1","Single",8,"Scss","Starts"
"48840",1994-02-01,"1994/Q1","Semi-Detached",0,"Scss","Starts"
"48840",1994-02-01,"1994/Q1","Row",0,"Scss","Starts"
"48840",1994-02-01,"1994/Q1","Apartment",28,"Scss","Starts"
