"GeoUID","Date","DateString","Dwelling Type","Value","Survey","Series"
"47725",1990-01-01,"Jan 1990","Single",18,"Scss","Starts"
"47725",1990-01-01,"Jan 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-01-01,"Jan 1990","Row",0,"Scss","Starts"
"47725",1990-01-01,"Jan 1990","Apartment",0,"Scss","Starts"
"47725",1990-01-01,"Jan 1990","All",18,"Scss","Starts"
"47725",1990-02-01,"Feb 1990","Single",15,"Scss","Starts"
"47725",1990-02-01,"Feb 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-02-01,"Feb 1990","Row",0,"Scss","Starts"
"47725",1990-02-01,"Feb 1990","Apartment",0,"Scss","Starts"
"47725",1990-02-01,"Feb 1990","All",15,"Scss","Starts"
"47725",1990-03-01,"Mar 1990","Single",34,"Scss","Starts"
"47725",1990-03-01,"Mar 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-03-01,"Mar 1990","Row",0,"Scss","Starts"
"47725",1990-03-01,"Mar 1990","Apartment",0,"Scss","Starts"
"47725",1990-03-01,"Mar 1990","All",34,"Scss","Starts"
"47725",1990-04-01,"Apr 1990","Single",36,"Scss","Starts"
"47725",1990-04-01,"Apr 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-04-01,"Apr 1990","Row",0,"Scss","Starts"
"47725",1990-04-01,"Apr 1990","Apartment",48,"Scss","Starts"
"47725",1990-04-01,"Apr 1990","All",84,"Scss","Starts"
"47725",1990-05-01,"May 1990","Single",26,"Scss","Starts"
"47725",1990-05-01,"May 1990","Semi-Detached",2,"Scss","Starts"
"47725",1990-05-01,"May 1990","Row",0,"Scss","Starts"
"47725",1990-05-01,"May 1990","Apartment",0,"Scss","Starts"
"47725",1990-05-01,"May 1990","All",28,"Scss","Starts"
"47725",1990-06-01,"Jun 1990","Single",35,"Scss","Starts"
"47725",1990-06-01,"Jun 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-06-01,"Jun 1990","Row",0,"Scss","Starts"
"47725",1990-06-01,"Jun 1990","Apartment",35,"Scss","Starts"
"47725",1990-06-01,"Jun 1990","All",70,"Scss","Starts"
"47725",1990-07-01,"Jul 1990","Single",18,"Scss","Starts"
"47725",1990-07-01,"Jul 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-07-01,"Jul 1990","Row",0,"Scss","Starts"
"47725",1990-07-01,"Jul 1990","Apartment",0,"Scss","Starts"
"47725",1990-07-01,"Jul 1990","All",18,"Scss","Starts"
"47725",1990-08-01,"Aug 1990","Single",13,"Scss","Starts"
"47725",1990-08-01,"Aug 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-08-01,"Aug 1990","Row",44,"Scss","Starts"
"47725",1990-08-01,"Aug 1990","Apartment",0,"Scss","Starts"
"47725",1990-08-01,"Aug 1990","All",57,"Scss","Starts"
"47725",1990-09-01,"Sep 1990","Single",20,"Scss","Starts"
"47725",1990-09-01,"Sep 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-09-01,"Sep 1990","Row",0,"Scss","Starts"
"47725",1990-09-01,"Sep 1990","Apartment",0,"Scss","Starts"
"47725",1990-09-01,"Sep 1990","All",20,"Scss","Starts"
"47725",1990-10-01,"Oct 1990","Single",27,"Scss","Starts"
"47725",1990-10-01,"Oct 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-10-01,"Oct 1990","Row",14,"Scss","Starts"
"47725",1990-10-01,"Oct 1990","Apartment",0,"Scss","Starts"
"47725",1990-10-01,"Oct 1990","All",41,"Scss","Starts"
"47725",1990-11-01,"Nov 1990","Single",16,"Scss","Starts"
"47725",1990-11-01,"Nov 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-11-01,"Nov 1990","Row",0,"Scss","Starts"
"47725",1990-11-01,"Nov 1990","Apartment",0,"Scss","Starts"
"47725",1990-11-01,"Nov 1990","All",16,"Scss","Starts"
"47725",1990-12-01,"Dec 1990","Single",9,"Scss","Starts"
"47725",1990-12-01,"Dec 1990","Semi-Detached",0,"Scss","Starts"
"47725",1990-12-01,"Dec 1990","Row",0,"Scss","Starts"
"47725",1990-12-01,"Dec 1990","Apartment",0,"Scss","Starts"
"47725",1990-12-01,"Dec 1990","All",9,"Scss","Starts"
"47725",1991-01-01,"Jan 1991","Single",19,"Scss","Starts"
"47725",1991-01-01,"Jan 1991","Semi-Detached",2,"Scss","Starts"
"47725",1991-01-01,"Jan 1991","Row",0,"Scss","Starts"
"47725",1991-01-01,"Jan 1991","Apartment",0,"Scss","Starts"
"47725",1991-01-01,"Jan 1991","All",21,"Scss","Starts"
"47725",1991-02-01,"Feb 1991","Single",7,"Scss","Starts"
"47725",1991-02-01,"Feb 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-02-01,"Feb 1991","Row",0,"Scss","Starts"
"47725",1991-02-01,"Feb 1991","Apartment",0,"Scss","Starts"
"47725",1991-02-01,"Feb 1991","All",7,"Scss","Starts"
"47725",1991-03-01,"Mar 1991","Single",13,"Scss","Starts"
"47725",1991-03-01,"Mar 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-03-01,"Mar 1991","Row",0,"Scss","Starts"
"47725",1991-03-01,"Mar 1991","Apartment",0,"Scss","Starts"
"47725",1991-03-01,"Mar 1991","All",13,"Scss","Starts"
"47725",1991-04-01,"Apr 1991","Single",17,"Scss","Starts"
"47725",1991-04-01,"Apr 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-04-01,"Apr 1991","Row",8,"Scss","Starts"
"47725",1991-04-01,"Apr 1991","Apartment",0,"Scss","Starts"
"47725",1991-04-01,"Apr 1991","All",25,"Scss","Starts"
"47725",1991-05-01,"May 1991","Single",34,"Scss","Starts"
"47725",1991-05-01,"May 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-05-01,"May 1991","Row",0,"Scss","Starts"
"47725",1991-05-01,"May 1991","Apartment",0,"Scss","Starts"
"47725",1991-05-01,"May 1991","All",34,"Scss","Starts"
"47725",1991-06-01,"Jun 1991","Single",21,"Scss","Starts"
"47725",1991-06-01,"Jun 1991","Semi-Detached",2,"Scss","Starts"
"47725",1991-06-01,"Jun 1991","Row",0,"Scss","Starts"
"47725",1991-06-01,"Jun 1991","Apartment",0,"Scss","Starts"
"47725",1991-06-01,"Jun 1991","All",23,"Scss","Starts"
"47725",1991-07-01,"Jul 1991","Single",20,"Scss","Starts"
"47725",1991-07-01,"Jul 1991","Semi-Detached",2,"Scss","Starts"
"47725",1991-07-01,"Jul 1991","Row",15,"Scss","Starts"
"47725",1991-07-01,"Jul 1991","Apartment",0,"Scss","Starts"
"47725",1991-07-01,"Jul 1991","All",37,"Scss","Starts"
"47725",1991-08-01,"Aug 1991","Single",21,"Scss","Starts"
"47725",1991-08-01,"Aug 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-08-01,"Aug 1991","Row",0,"Scss","Starts"
"47725",1991-08-01,"Aug 1991","Apartment",50,"Scss","Starts"
"47725",1991-08-01,"Aug 1991","All",71,"Scss","Starts"
"47725",1991-09-01,"Sep 1991","Single",20,"Scss","Starts"
"47725",1991-09-01,"Sep 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-09-01,"Sep 1991","Row",0,"Scss","Starts"
"47725",1991-09-01,"Sep 1991","Apartment",0,"Scss","Starts"
"47725",1991-09-01,"Sep 1991","All",20,"Scss","Starts"
"47725",1991-10-01,"Oct 1991","Single",25,"Scss","Starts"
"47725",1991-10-01,"Oct 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-10-01,"Oct 1991","Row",0,"Scss","Starts"
"47725",1991-10-01,"Oct 1991","Apartment",0,"Scss","Starts"
"47725",1991-10-01,"Oct 1991","All",25,"Scss","Starts"
"47725",1991-11-01,"Nov 1991","Single",14,"Scss","Starts"
"47725",1991-11-01,"Nov 1991","Semi-Detached",0,"Scss","Starts"
"47725",1991-11-01,"Nov 1991","Row",0,"Scss","Starts"
"47725",1991-11-01,"Nov 1991","Apartment",0,"Scss","Starts"
"47725",1991-11-01,"Nov 1991","All",14,"Scss","Starts"
"47725",1991-12-01,"Dec 1991","Single",13,"Scss","Starts"
"47725",1991-12-01,"Dec 1991","Semi-Detached",2,"Scss","Starts"
"47725",1991-12-01,"Dec 1991","Row",0,"Scss","Starts"
"47725",1991-12-01,"Dec 1991","Apartment",0,"Scss","Starts"
"47725",1991-12-01,"Dec 1991","All",15,"Scss","Starts"
"47725",1992-01-01,"Jan 1992","Single",7,"Scss","Starts"
"47725",1992-01-01,"Jan 1992","Semi-Detached",0,"Scss","Starts"
"47725",1992-01-01,"Jan 1992","Row",0,"Scss","Starts"
"47725",1992-01-01,"Jan 1992","Apartment",0,"Scss","Starts"
"47725",1992-01-01,"Jan 1992","All",7,"Scss","Starts"
"47725",1992-02-01,"Feb 1992","Single",12,"Scss","Starts"
"47725",1992-02-01,"Feb 1992","Semi-Detached",0,"Scss","Starts"
"47725",1992-02-01,"Feb 1992","Row",4,"Scss","Starts"
"47725",1992-02-01,"Feb 1992","Apartment",0,"Scss","Starts"
"47725",1992-02-01,"Feb 1992","All",16,"Scss","Starts"
"47725",1992-03-01,"Mar 1992","Single",15,"Scss","Starts"
"47725",1992-03-01,"Mar 1992","Semi-Detached",18,"Scss","Starts"
"47725",1992-03-01,"Mar 1992","Row",0,"Scss","Starts"
"47725",1992-03-01,"Mar 1992","Apartment",0,"Scss","Starts"
"47725",1992-03-01,"Mar 1992","All",33,"Scss","Starts"
"47725",1992-04-01,"Apr 1992","Single",42,"Scss","Starts"
"47725",1992-04-01,"Apr 1992","Semi-Detached",2,"Scss","Starts"
"47725",1992-04-01,"Apr 1992","Row",0,"Scss","Starts"
"47725",1992-04-01,"Apr 1992","Apartment",0,"Scss","Starts"
"47725",1992-04-01,"Apr 1992","All",44,"Scss","Starts"
"47725",1992-05-01,"May 1992","Single",23,"Scss","Starts"
"47725",1992-05-01,"May 1992","Semi-Detached",8,"Scss","Starts"
"47725",1992-05-01,"May 1992","Row",0,"Scss","Starts"
"47725",1992-05-01,"May 1992","Apartment",0,"Scss","Starts"
"47725",1992-05-01,"May 1992","All",31,"Scss","Starts"
"47725",1992-06-01,"Jun 1992","Single",39,"Scss","Starts"
"47725",1992-06-01,"Jun 1992","Semi-Detached",2,"Scss","Starts"
"47725",1992-06-01,"Jun 1992","Row",0,"Scss","Starts"
"47725",1992-06-01,"Jun 1992","Apartment",0,"Scss","Starts"
"47725",1992-06-01,"Jun 1992","All",41,"Scss","Starts"
"47725",1992-07-01,"Jul 1992","Single",41,"Scss","Starts"
"47725",1992-07-01,"Jul 1992","Semi-Detached",0,"Scss","Starts"
"47725",1992-07-01,"Jul 1992","Row",0,"Scss","Starts"
"47725",1992-07-01,"Jul 1992","Apartment",0,"Scss","Starts"
"47725",1992-07-01,"Jul 1992","All",41,"Scss","Starts"
"47725",1992-08-01,"Aug 1992","Single",24,"Scss","Starts"
"47725",1992-08-01,"Aug 1992","Semi-Detached",12,"Scss","Starts"
"47725",1992-08-01,"Aug 1992","Row",0,"Scss","Starts"
"47725",1992-08-01,"Aug 1992","Apartment",0,"Scss","Starts"
"47725",1992-08-01,"Aug 1992","All",36,"Scss","Starts"
"47725",1992-09-01,"Sep 1992","Single",31,"Scss","Starts"
"47725",1992-09-01,"Sep 1992","Semi-Detached",16,"Scss","Starts"
"47725",1992-09-01,"Sep 1992","Row",18,"Scss","Starts"
"47725",1992-09-01,"Sep 1992","Apartment",59,"Scss","Starts"
"47725",1992-09-01,"Sep 1992","All",124,"Scss","Starts"
"47725",1992-10-01,"Oct 1992","Single",34,"Scss","Starts"
"47725",1992-10-01,"Oct 1992","Semi-Detached",2,"Scss","Starts"
"47725",1992-10-01,"Oct 1992","Row",0,"Scss","Starts"
"47725",1992-10-01,"Oct 1992","Apartment",0,"Scss","Starts"
"47725",1992-10-01,"Oct 1992","All",36,"Scss","Starts"
"47725",1992-11-01,"Nov 1992","Single",28,"Scss","Starts"
"47725",1992-11-01,"Nov 1992","Semi-Detached",4,"Scss","Starts"
"47725",1992-11-01,"Nov 1992","Row",7,"Scss","Starts"
"47725",1992-11-01,"Nov 1992","Apartment",0,"Scss","Starts"
"47725",1992-11-01,"Nov 1992","All",39,"Scss","Starts"
"47725",1992-12-01,"Dec 1992","Single",16,"Scss","Starts"
"47725",1992-12-01,"Dec 1992","Semi-Detached",0,"Scss","Starts"
"47725",1992-12-01,"Dec 1992","Row",0,"Scss","Starts"
"47725",1992-12-01,"Dec 1992","Apartment",0,"Scss","Starts"
"47725",1992-12-01,"Dec 1992","All",16,"Scss","Starts"
"47725",1993-01-01,"Jan 1993","Single",8,"Scss","Starts"
"47725",1993-01-01,"Jan 1993","Semi-Detached",0,"Scss","Starts"
"47725",1993-01-01,"Jan 1993","Row",0,"Scss","Starts"
"47725",1993-01-01,"Jan 1993","Apartment",0,"Scss","Starts"
"47725",1993-01-01,"Jan 1993","All",8,"Scss","Starts"
"47725",1993-02-01,"Feb 1993","Single",19,"Scss","Starts"
"47725",1993-02-01,"Feb 1993","Semi-Detached",0,"Scss","Starts"
"47725",1993-02-01,"Feb 1993","Row",0,"Scss","Starts"
"47725",1993-02-01,"Feb 1993","Apartment",81,"Scss","Starts"
"47725",1993-02-01,"Feb 1993","All",100,"Scss","Starts"
"47725",1993-03-01,"Mar 1993","Single",19,"Scss","Starts"
"47725",1993-03-01,"Mar 1993","Semi-Detached",0,"Scss","Starts"
"47725",1993-03-01,"Mar 1993","Row",0,"Scss","Starts"
"47725",1993-03-01,"Mar 1993","Apartment",0,"Scss","Starts"
"47725",1993-03-01,"Mar 1993","All",19,"Scss","Starts"
"47725",1993-04-01,"Apr 1993","Single",43,"Scss","Starts"
"47725",1993-04-01,"Apr 1993","Semi-Detached",18,"Scss","Starts"
"47725",1993-04-01,"Apr 1993","Row",4,"Scss","Starts"
"47725",1993-04-01,"Apr 1993","Apartment",35,"Scss","Starts"
"47725",1993-04-01,"Apr 1993","All",100,"Scss","Starts"
"47725",1993-05-01,"May 1993","Single",35,"Scss","Starts"
"47725",1993-05-01,"May 1993","Semi-Detached",0,"Scss","Starts"
"47725",1993-05-01,"May 1993","Row",0,"Scss","Starts"
"47725",1993-05-01,"May 1993","Apartment",0,"Scss","Starts"
"47725",1993-05-01,"May 1993","All",35,"Scss","Starts"
"47725",1993-06-01,"Jun 1993","Single",36,"Scss","Starts"
"47725",1993-06-01,"Jun 1993","Semi-Detached",30,"Scss","Starts"
"47725",1993-06-01,"Jun 1993","Row",0,"Scss","Starts"
"47725",1993-06-01,"Jun 1993","Apartment",73,"Scss","Starts"
"47725",1993-06-01,"Jun 1993","All",139,"Scss","Starts"
"47725",1993-07-01,"Jul 1993","Single",37,"Scss","Starts"
"47725",1993-07-01,"Jul 1993","Semi-Detached",4,"Scss","Starts"
"47725",1993-07-01,"Jul 1993","Row",0,"Scss","Starts"
"47725",1993-07-01,"Jul 1993","Apartment",0,"Scss","Starts"
"47725",1993-07-01,"Jul 1993","All",41,"Scss","Starts"
"47725",1993-08-01,"Aug 1993","Single",23,"Scss","Starts"
"47725",1993-08-01,"Aug 1993","Semi-Detached",0,"Scss","Starts"
"47725",1993-08-01,"Aug 1993","Row",0,"Scss","Starts"
"47725",1993-08-01,"Aug 1993","Apartment",23,"Scss","Starts"
"47725",1993-08-01,"Aug 1993","All",46,"Scss","Starts"
"47725",1993-09-01,"Sep 1993","Single",17,"Scss","Starts"
"47725",1993-09-01,"Sep 1993","Semi-Detached",0,"Scss","Starts"
"47725",1993-09-01,"Sep 1993","Row",0,"Scss","Starts"
