Charlottetown — Historical Housing Suitability  
2006 to 2016 Tenure - Total
,Suitable,Not Suitable (Crowded),Total,
2006,"22,400","1,000","23,400",
2011,"25,185","1,020","26,205",
2016,"28,135",810,"28,950",

Notes
"Where band housing is present, total dwelling counts are larger than the sum of owned and rented dwellings."
Suitable dwellings have enough bedrooms for the size and make-up of resident households.
Source,"CMHC, adapted from Statistics Canada (Census of Canada and National Household Survey)"
