Fredericton — Historical Housing Suitability  
2006 to 2016 Tenure - Total
,Suitable,Not Suitable (Crowded),Total,
2006,"33,735","1,160","34,895",
2011,"37,635","1,405","39,040",
2016,"41,625","1,145","42,775",

Notes
"Where band housing is present, total dwelling counts are larger than the sum of owned and rented dwellings."
Suitable dwellings have enough bedrooms for the size and make-up of resident households.
Source,"CMHC, adapted from Statistics Canada (Census of Canada and National Household Survey)"
