"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"47715",1990-10-01,"1990 October","Studio",204,"Very good","Rms","Average Rent"
"47715",1990-10-01,"1990 October","1 Bedroom",326,"Excellent","Rms","Average Rent"
"47715",1990-10-01,"1990 October","2 Bedroom",438,"Excellent","Rms","Average Rent"
"47715",1990-10-01,"1990 October","3 Bedroom +",412,"Excellent","Rms","Average Rent"
"47715",1990-10-01,"1990 October","Total",372,"Excellent","Rms","Average Rent"
"47715",1991-10-01,"1991 October","Studio",202,"Very good","Rms","Average Rent"
"47715",1991-10-01,"1991 October","1 Bedroom",332,"Excellent","Rms","Average Rent"
"47715",1991-10-01,"1991 October","2 Bedroom",470,"Excellent","Rms","Average Rent"
"47715",1991-10-01,"1991 October","3 Bedroom +",460,"Excellent","Rms","Average Rent"
"47715",1991-10-01,"1991 October","Total",396,"Excellent","Rms","Average Rent"
"47715",1992-10-01,"1992 October","Studio",220,"Excellent","Rms","Average Rent"
"47715",1992-10-01,"1992 October","1 Bedroom",340,"Excellent","Rms","Average Rent"
"47715",1992-10-01,"1992 October","2 Bedroom",464,"Excellent","Rms","Average Rent"
"47715",1992-10-01,"1992 October","3 Bedroom +",485,"Excellent","Rms","Average Rent"
"47715",1992-10-01,"1992 October","Total",397,"Excellent","Rms","Average Rent"
"47715",1993-10-01,"1993 October","Studio",234,"Excellent","Rms","Average Rent"
"47715",1993-10-01,"1993 October","1 Bedroom",352,"Excellent","Rms","Average Rent"
"47715",1993-10-01,"1993 October","2 Bedroom",469,"Excellent","Rms","Average Rent"
"47715",1993-10-01,"1993 October","3 Bedroom +",473,"Excellent","Rms","Average Rent"
"47715",1993-10-01,"1993 October","Total",405,"Excellent","Rms","Average Rent"
"47715",1994-10-01,"1994 October","Studio",243,"Excellent","Rms","Average Rent"
"47715",1994-10-01,"1994 October","1 Bedroom",363,"Excellent","Rms","Average Rent"
"47715",1994-10-01,"1994 October","2 Bedroom",475,"Excellent","Rms","Average Rent"
"47715",1994-10-01,"1994 October","3 Bedroom +",469,"Excellent","Rms","Average Rent"
"47715",1994-10-01,"1994 October","Total",413,"Excellent","Rms","Average Rent"
"47715",1995-10-01,"1995 October","Studio",242,"Excellent","Rms","Average Rent"
"47715",1995-10-01,"1995 October","1 Bedroom",358,"Excellent","Rms","Average Rent"
"47715",1995-10-01,"1995 October","2 Bedroom",478,"Excellent","Rms","Average Rent"
"47715",1995-10-01,"1995 October","3 Bedroom +",484,"Excellent","Rms","Average Rent"
"47715",1995-10-01,"1995 October","Total",414,"Excellent","Rms","Average Rent"
"47715",1996-10-01,"1996 October","Studio",240,"Excellent","Rms","Average Rent"
"47715",1996-10-01,"1996 October","1 Bedroom",356,"Excellent","Rms","Average Rent"
"47715",1996-10-01,"1996 October","2 Bedroom",479,"Excellent","Rms","Average Rent"
"47715",1996-10-01,"1996 October","3 Bedroom +",480,"Excellent","Rms","Average Rent"
"47715",1996-10-01,"1996 October","Total",412,"Excellent","Rms","Average Rent"
"47715",1997-10-01,"1997 October","Studio",233,"Excellent","Rms","Average Rent"
"47715",1997-10-01,"1997 October","1 Bedroom",355,"Excellent","Rms","Average Rent"
"47715",1997-10-01,"1997 October","2 Bedroom",487,"Excellent","Rms","Average Rent"
"47715",1997-10-01,"1997 October","3 Bedroom +",489,"Excellent","Rms","Average Rent"
"47715",1997-10-01,"1997 October","Total",418,"Excellent","Rms","Average Rent"
"47715",1998-10-01,"1998 October","Studio",251,"Excellent","Rms","Average Rent"
"47715",1998-10-01,"1998 October","1 Bedroom",364,"Excellent","Rms","Average Rent"
"47715",1998-10-01,"1998 October","2 Bedroom",489,"Excellent","Rms","Average Rent"
"47715",1998-10-01,"1998 October","3 Bedroom +",497,"Excellent","Rms","Average Rent"
"47715",1998-10-01,"1998 October","Total",424,"Excellent","Rms","Average Rent"
"47715",1999-10-01,"1999 October","Studio",258,"Excellent","Rms","Average Rent"
"47715",1999-10-01,"1999 October","1 Bedroom",375,"Excellent","Rms","Average Rent"
"47715",1999-10-01,"1999 October","2 Bedroom",503,"Excellent","Rms","Average Rent"
"47715",1999-10-01,"1999 October","3 Bedroom +",481,"Excellent","Rms","Average Rent"
"47715",1999-10-01,"1999 October","Total",435,"Excellent","Rms","Average Rent"
"47715",2000-10-01,"2000 October","Studio",258,"Excellent","Rms","Average Rent"
"47715",2000-10-01,"2000 October","1 Bedroom",377,"Excellent","Rms","Average Rent"
"47715",2000-10-01,"2000 October","2 Bedroom",499,"Excellent","Rms","Average Rent"
