"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"48830",1990-10-01,"1990 October","Studio",329,"Excellent","Rms","Average Rent"
"48830",1990-10-01,"1990 October","1 Bedroom",411,"Excellent","Rms","Average Rent"
"48830",1990-10-01,"1990 October","2 Bedroom",484,"Excellent","Rms","Average Rent"
"48830",1990-10-01,"1990 October","3 Bedroom +",557,"Excellent","Rms","Average Rent"
"48830",1990-10-01,"1990 October","Total",466,"Excellent","Rms","Average Rent"
"48830",1991-10-01,"1991 October","Studio",337,"Excellent","Rms","Average Rent"
"48830",1991-10-01,"1991 October","1 Bedroom",425,"Excellent","Rms","Average Rent"
"48830",1991-10-01,"1991 October","2 Bedroom",511,"Excellent","Rms","Average Rent"
"48830",1991-10-01,"1991 October","3 Bedroom +",587,"Excellent","Rms","Average Rent"
"48830",1991-10-01,"1991 October","Total",490,"Excellent","Rms","Average Rent"
"48830",1992-10-01,"1992 October","Studio",345,"Very good","Rms","Average Rent"
"48830",1992-10-01,"1992 October","1 Bedroom",437,"Excellent","Rms","Average Rent"
"48830",1992-10-01,"1992 October","2 Bedroom",512,"Excellent","Rms","Average Rent"
"48830",1992-10-01,"1992 October","3 Bedroom +",585,"Excellent","Rms","Average Rent"
"48830",1992-10-01,"1992 October","Total",496,"Excellent","Rms","Average Rent"
"48830",1993-10-01,"1993 October","Studio",345,"Excellent","Rms","Average Rent"
"48830",1993-10-01,"1993 October","1 Bedroom",435,"Excellent","Rms","Average Rent"
"48830",1993-10-01,"1993 October","2 Bedroom",521,"Excellent","Rms","Average Rent"
"48830",1993-10-01,"1993 October","3 Bedroom +",595,"Excellent","Rms","Average Rent"
"48830",1993-10-01,"1993 October","Total",501,"Excellent","Rms","Average Rent"
"48830",1994-10-01,"1994 October","Studio",340,"Very good","Rms","Average Rent"
"48830",1994-10-01,"1994 October","1 Bedroom",443,"Excellent","Rms","Average Rent"
"48830",1994-10-01,"1994 October","2 Bedroom",525,"Excellent","Rms","Average Rent"
"48830",1994-10-01,"1994 October","3 Bedroom +",597,"Excellent","Rms","Average Rent"
"48830",1994-10-01,"1994 October","Total",508,"Excellent","Rms","Average Rent"
"48830",1995-10-01,"1995 October","Studio",337,"Very good","Rms","Average Rent"
"48830",1995-10-01,"1995 October","1 Bedroom",438,"Excellent","Rms","Average Rent"
"48830",1995-10-01,"1995 October","2 Bedroom",515,"Excellent","Rms","Average Rent"
"48830",1995-10-01,"1995 October","3 Bedroom +",586,"Excellent","Rms","Average Rent"
"48830",1995-10-01,"1995 October","Total",496,"Excellent","Rms","Average Rent"
"48830",1996-10-01,"1996 October","Studio",343,"Excellent","Rms","Average Rent"
"48830",1996-10-01,"1996 October","1 Bedroom",439,"Excellent","Rms","Average Rent"
"48830",1996-10-01,"1996 October","2 Bedroom",517,"Excellent","Rms","Average Rent"
"48830",1996-10-01,"1996 October","3 Bedroom +",586,"Excellent","Rms","Average Rent"
"48830",1996-10-01,"1996 October","Total",496,"Excellent","Rms","Average Rent"
"48830",1997-10-01,"1997 October","Studio",348,"Very good","Rms","Average Rent"
"48830",1997-10-01,"1997 October","1 Bedroom",435,"Excellent","Rms","Average Rent"
"48830",1997-10-01,"1997 October","2 Bedroom",518,"Excellent","Rms","Average Rent"
"48830",1997-10-01,"1997 October","3 Bedroom +",597,"Excellent","Rms","Average Rent"
"48830",1997-10-01,"1997 October","Total",500,"Excellent","Rms","Average Rent"
"48830",1998-10-01,"1998 October","Studio",390,"Excellent","Rms","Average Rent"
"48830",1998-10-01,"1998 October","1 Bedroom",459,"Excellent","Rms","Average Rent"
"48830",1998-10-01,"1998 October","2 Bedroom",552,"Excellent","Rms","Average Rent"
"48830",1998-10-01,"1998 October","3 Bedroom +",612,"Excellent","Rms","Average Rent"
"48830",1998-10-01,"1998 October","Total",528,"Excellent","Rms","Average Rent"
"48830",1999-10-01,"1999 October","Studio",408,"Excellent","Rms","Average Rent"
"48830",1999-10-01,"1999 October","1 Bedroom",481,"Excellent","Rms","Average Rent"
"48830",1999-10-01,"1999 October","2 Bedroom",575,"Excellent","Rms","Average Rent"
"48830",1999-10-01,"1999 October","3 Bedroom +",653,"Excellent","Rms","Average Rent"
"48830",1999-10-01,"1999 October","Total",551,"Excellent","Rms","Average Rent"
"48830",2000-10-01,"2000 October","Studio",427,"Excellent","Rms","Average Rent"
"48830",2000-10-01,"2000 October","1 Bedroom",498,"Excellent","Rms","Average Rent"
"48830",2000-10-01,"2000 October","2 Bedroom",598,"Excellent","Rms","Average Rent"
"48830",2000-10-01,"2000 October","3 Bedroom +",669,"Excellent","Rms","Average Rent"
"48830",2000-10-01,"2000 October","Total",572,"Excellent","Rms","Average Rent"
"48830",2001-10-01,"2001 October","Studio",448,"Excellent","Rms","Average Rent"
"48830",2001-10-01,"2001 October","1 Bedroom",530,"Excellent","Rms","Average Rent"
"48830",2001-10-01,"2001 October","2 Bedroom",632,"Excellent","Rms","Average Rent"
"48830",2001-10-01,"2001 October","3 Bedroom +",706,"Excellent","Rms","Average Rent"
"48830",2001-10-01,"2001 October","Total",606,"Excellent","Rms","Average Rent"
"48830",2002-10-01,"2002 October","Studio",453,"Excellent","Rms","Average Rent"
"48830",2002-10-01,"2002 October","1 Bedroom",539,"Excellent","Rms","Average Rent"
"48830",2002-10-01,"2002 October","2 Bedroom",641,"Excellent","Rms","Average Rent"
"48830",2002-10-01,"2002 October","3 Bedroom +",725,"Excellent","Rms","Average Rent"
"48830",2002-10-01,"2002 October","Total",616,"Excellent","Rms","Average Rent"
"48830",2003-10-01,"2003 October","Studio",453,"Excellent","Rms","Average Rent"
"48830",2003-10-01,"2003 October","1 Bedroom",541,"Excellent","Rms","Average Rent"
"48830",2003-10-01,"2003 October","2 Bedroom",642,"Excellent","Rms","Average Rent"
"48830",2003-10-01,"2003 October","3 Bedroom +",724,"Excellent","Rms","Average Rent"
"48830",2003-10-01,"2003 October","Total",618,"Excellent","Rms","Average Rent"
