"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"46603",2013-10-01,"2013 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2013-10-01,"2013 October","1 Bedroom",2.1,"Excellent","Rms","Availability Rate"
"46603",2013-10-01,"2013 October","2 Bedroom",2.4,"Excellent","Rms","Availability Rate"
"46603",2013-10-01,"2013 October","3 Bedroom +",0,"Excellent","Rms","Availability Rate"
"46603",2013-10-01,"2013 October","Total",2.1,"Excellent","Rms","Availability Rate"
"46603",2014-10-01,"2014 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2014-10-01,"2014 October","1 Bedroom",2.1,"Excellent","Rms","Availability Rate"
"46603",2014-10-01,"2014 October","2 Bedroom",4,"Excellent","Rms","Availability Rate"
"46603",2014-10-01,"2014 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2014-10-01,"2014 October","Total",2.7,"Excellent","Rms","Availability Rate"
"46603",2015-10-01,"2015 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2015-10-01,"2015 October","1 Bedroom",2.8,"Good","Rms","Availability Rate"
"46603",2015-10-01,"2015 October","2 Bedroom",4.2,"Very good","Rms","Availability Rate"
"46603",2015-10-01,"2015 October","3 Bedroom +",0,"Excellent","Rms","Availability Rate"
"46603",2015-10-01,"2015 October","Total",3.1,"Very good","Rms","Availability Rate"
"46603",2016-10-01,"2016 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2016-10-01,"2016 October","1 Bedroom",8.2,"Good","Rms","Availability Rate"
"46603",2016-10-01,"2016 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2016-10-01,"2016 October","3 Bedroom +",6.3,"Excellent","Rms","Availability Rate"
"46603",2016-10-01,"2016 October","Total",10,"Good","Rms","Availability Rate"
"46603",2017-10-01,"2017 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2017-10-01,"2017 October","1 Bedroom",2.1,"Good","Rms","Availability Rate"
"46603",2017-10-01,"2017 October","2 Bedroom",3.1,"Good","Rms","Availability Rate"
"46603",2017-10-01,"2017 October","3 Bedroom +",3,"Excellent","Rms","Availability Rate"
"46603",2017-10-01,"2017 October","Total",2.6,"Very good","Rms","Availability Rate"
"46603",2018-10-01,"2018 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2018-10-01,"2018 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2018-10-01,"2018 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2018-10-01,"2018 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2018-10-01,"2018 October","Total",NA,NA,"Rms","Availability Rate"
"46603",2019-10-01,"2019 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2019-10-01,"2019 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2019-10-01,"2019 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2019-10-01,"2019 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2019-10-01,"2019 October","Total",NA,NA,"Rms","Availability Rate"
"46603",2020-10-01,"2020 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2020-10-01,"2020 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2020-10-01,"2020 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2020-10-01,"2020 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2020-10-01,"2020 October","Total",NA,NA,"Rms","Availability Rate"
"46603",2021-10-01,"2021 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2021-10-01,"2021 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2021-10-01,"2021 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2021-10-01,"2021 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2021-10-01,"2021 October","Total",NA,NA,"Rms","Availability Rate"
"46603",2022-10-01,"2022 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2022-10-01,"2022 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2022-10-01,"2022 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2022-10-01,"2022 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2022-10-01,"2022 October","Total",NA,NA,"Rms","Availability Rate"
"46603",2023-10-01,"2023 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2023-10-01,"2023 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2023-10-01,"2023 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2023-10-01,"2023 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2023-10-01,"2023 October","Total",NA,NA,"Rms","Availability Rate"
"46603",2024-10-01,"2024 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2024-10-01,"2024 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2024-10-01,"2024 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2024-10-01,"2024 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2024-10-01,"2024 October","Total",NA,NA,"Rms","Availability Rate"
"46603",2025-10-01,"2025 October","Studio",NA,NA,"Rms","Availability Rate"
"46603",2025-10-01,"2025 October","1 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2025-10-01,"2025 October","2 Bedroom",NA,NA,"Rms","Availability Rate"
"46603",2025-10-01,"2025 October","3 Bedroom +",NA,NA,"Rms","Availability Rate"
"46603",2025-10-01,"2025 October","Total",NA,NA,"Rms","Availability Rate"
