"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35533",2006-07-01,"2006","Average Household Income Before Taxes",67104,"Census","Income"
"35533",2006-07-01,"2006","Median Household Income Before Taxes",60107,"Census","Income"
"35533",2006-07-01,"2006","Average Household Income After Taxes",56018,"Census","Income"
"35533",2006-07-01,"2006","Median Household Income After Taxes",51425,"Census","Income"
"35533",2011-07-01,"2011","Average Household Income Before Taxes",74778,"Census","Income"
"35533",2011-07-01,"2011","Median Household Income Before Taxes",66366,"Census","Income"
"35533",2011-07-01,"2011","Average Household Income After Taxes",63699,"Census","Income"
"35533",2011-07-01,"2011","Median Household Income After Taxes",58297,"Census","Income"
"35533",2016-07-01,"2016","Average Household Income Before Taxes",84906,"Census","Income"
"35533",2016-07-01,"2016","Median Household Income Before Taxes",74111,"Census","Income"
"35533",2016-07-01,"2016","Average Household Income After Taxes",72019,"Census","Income"
"35533",2016-07-01,"2016","Median Household Income After Taxes",65846,"Census","Income"
"35533",2021-07-01,"2021","Average Household Income Before Taxes",1e+05,"Census","Income"
"35533",2021-07-01,"2021","Median Household Income Before Taxes",88000,"Census","Income"
"35533",2021-07-01,"2021","Average Household Income After Taxes",85300,"Census","Income"
"35533",2021-07-01,"2021","Median Household Income After Taxes",77500,"Census","Income"
