"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35550",2006-07-01,"2006","Average Household Income Before Taxes",77920,"Census","Income"
"35550",2006-07-01,"2006","Median Household Income Before Taxes",65991,"Census","Income"
"35550",2006-07-01,"2006","Average Household Income After Taxes",63728,"Census","Income"
"35550",2006-07-01,"2006","Median Household Income After Taxes",55927,"Census","Income"
"35550",2011-07-01,"2011","Average Household Income Before Taxes",87452,"Census","Income"
"35550",2011-07-01,"2011","Median Household Income Before Taxes",71597,"Census","Income"
"35550",2011-07-01,"2011","Average Household Income After Taxes",72864,"Census","Income"
"35550",2011-07-01,"2011","Median Household Income After Taxes",62687,"Census","Income"
"35550",2016-07-01,"2016","Average Household Income Before Taxes",100175,"Census","Income"
"35550",2016-07-01,"2016","Median Household Income Before Taxes",81282,"Census","Income"
"35550",2016-07-01,"2016","Average Household Income After Taxes",82559,"Census","Income"
"35550",2016-07-01,"2016","Median Household Income After Taxes",70379,"Census","Income"
"35550",2021-07-01,"2021","Average Household Income Before Taxes",119100,"Census","Income"
"35550",2021-07-01,"2021","Median Household Income Before Taxes",96000,"Census","Income"
"35550",2021-07-01,"2021","Average Household Income After Taxes",98200,"Census","Income"
"35550",2021-07-01,"2021","Median Household Income After Taxes",84000,"Census","Income"
