"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"48835",2006-07-01,"2006","Average Household Income Before Taxes",79163,"Census","Income"
"48835",2006-07-01,"2006","Median Household Income Before Taxes",63082,"Census","Income"
"48835",2006-07-01,"2006","Average Household Income After Taxes",65444,"Census","Income"
"48835",2006-07-01,"2006","Median Household Income After Taxes",54448,"Census","Income"
"48835",2011-07-01,"2011","Average Household Income Before Taxes",97454,"Census","Income"
"48835",2011-07-01,"2011","Median Household Income Before Taxes",79075,"Census","Income"
"48835",2011-07-01,"2011","Average Household Income After Taxes",80890,"Census","Income"
"48835",2011-07-01,"2011","Median Household Income After Taxes",68226,"Census","Income"
"48835",2016-07-01,"2016","Average Household Income Before Taxes",121620,"Census","Income"
"48835",2016-07-01,"2016","Median Household Income Before Taxes",94497,"Census","Income"
"48835",2016-07-01,"2016","Average Household Income After Taxes",99074,"Census","Income"
"48835",2016-07-01,"2016","Median Household Income After Taxes",80655,"Census","Income"
"48835",2021-07-01,"2021","Average Household Income Before Taxes",116800,"Census","Income"
"48835",2021-07-01,"2021","Median Household Income Before Taxes",96000,"Census","Income"
"48835",2021-07-01,"2021","Average Household Income After Taxes",97300,"Census","Income"
"48835",2021-07-01,"2021","Median Household Income After Taxes",84000,"Census","Income"
