"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"13335",2006-07-01,"2006","Average Household Income Before Taxes",51272,"Census","Income"
"13335",2006-07-01,"2006","Median Household Income Before Taxes",43591,"Census","Income"
"13335",2006-07-01,"2006","Average Household Income After Taxes",43844,"Census","Income"
"13335",2006-07-01,"2006","Median Household Income After Taxes",37983,"Census","Income"
"13335",2011-07-01,"2011","Average Household Income Before Taxes",57960,"Census","Income"
"13335",2011-07-01,"2011","Median Household Income Before Taxes",46930,"Census","Income"
"13335",2011-07-01,"2011","Average Household Income After Taxes",50129,"Census","Income"
"13335",2011-07-01,"2011","Median Household Income After Taxes",42766,"Census","Income"
"13335",2016-07-01,"2016","Average Household Income Before Taxes",66656,"Census","Income"
"13335",2016-07-01,"2016","Median Household Income Before Taxes",53046,"Census","Income"
"13335",2016-07-01,"2016","Average Household Income After Taxes",57060,"Census","Income"
"13335",2016-07-01,"2016","Median Household Income After Taxes",47293,"Census","Income"
"13335",2021-07-01,"2021","Average Household Income Before Taxes",75900,"Census","Income"
"13335",2021-07-01,"2021","Median Household Income Before Taxes",61200,"Census","Income"
"13335",2021-07-01,"2021","Average Household Income After Taxes",64100,"Census","Income"
"13335",2021-07-01,"2021","Median Household Income After Taxes",54400,"Census","Income"
