"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35522",2006-07-01,"2006","Average Household Income Before Taxes",60372,"Census","Income"
"35522",2006-07-01,"2006","Median Household Income Before Taxes",51648,"Census","Income"
"35522",2006-07-01,"2006","Average Household Income After Taxes",50526,"Census","Income"
"35522",2006-07-01,"2006","Median Household Income After Taxes",44861,"Census","Income"
"35522",2011-07-01,"2011","Average Household Income Before Taxes",67717,"Census","Income"
"35522",2011-07-01,"2011","Median Household Income Before Taxes",56306,"Census","Income"
"35522",2011-07-01,"2011","Average Household Income After Taxes",58520,"Census","Income"
"35522",2011-07-01,"2011","Median Household Income After Taxes",51031,"Census","Income"
"35522",2016-07-01,"2016","Average Household Income Before Taxes",75778,"Census","Income"
"35522",2016-07-01,"2016","Median Household Income Before Taxes",63680,"Census","Income"
"35522",2016-07-01,"2016","Average Household Income After Taxes",65204,"Census","Income"
"35522",2016-07-01,"2016","Median Household Income After Taxes",56760,"Census","Income"
"35522",2021-07-01,"2021","Average Household Income Before Taxes",92800,"Census","Income"
"35522",2021-07-01,"2021","Median Household Income Before Taxes",77500,"Census","Income"
"35522",2021-07-01,"2021","Average Household Income After Taxes",79900,"Census","Income"
"35522",2021-07-01,"2021","Median Household Income After Taxes",69500,"Census","Income"
