"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59943",2006-07-01,"2006","Average Household Income Before Taxes",59385,"Census","Income"
"59943",2006-07-01,"2006","Median Household Income Before Taxes",48235,"Census","Income"
"59943",2006-07-01,"2006","Average Household Income After Taxes",50306,"Census","Income"
"59943",2006-07-01,"2006","Median Household Income After Taxes",42611,"Census","Income"
"59943",2011-07-01,"2011","Average Household Income Before Taxes",65079,"Census","Income"
"59943",2011-07-01,"2011","Median Household Income Before Taxes",54251,"Census","Income"
"59943",2011-07-01,"2011","Average Household Income After Taxes",57195,"Census","Income"
"59943",2011-07-01,"2011","Median Household Income After Taxes",49478,"Census","Income"
"59943",2016-07-01,"2016","Average Household Income Before Taxes",76050,"Census","Income"
"59943",2016-07-01,"2016","Median Household Income Before Taxes",62274,"Census","Income"
"59943",2016-07-01,"2016","Average Household Income After Taxes",65135,"Census","Income"
"59943",2016-07-01,"2016","Median Household Income After Taxes",55436,"Census","Income"
"59943",2021-07-01,"2021","Average Household Income Before Taxes",91800,"Census","Income"
"59943",2021-07-01,"2021","Median Household Income Before Taxes",76500,"Census","Income"
"59943",2021-07-01,"2021","Average Household Income After Taxes",79300,"Census","Income"
"59943",2021-07-01,"2021","Median Household Income After Taxes",69500,"Census","Income"
