"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"46602",2006-07-01,"2006","Average Household Income Before Taxes",64533,"Census","Income"
"46602",2006-07-01,"2006","Median Household Income Before Taxes",51314,"Census","Income"
"46602",2006-07-01,"2006","Average Household Income After Taxes",52801,"Census","Income"
"46602",2006-07-01,"2006","Median Household Income After Taxes",44049,"Census","Income"
"46602",2011-07-01,"2011","Average Household Income Before Taxes",74733,"Census","Income"
"46602",2011-07-01,"2011","Median Household Income Before Taxes",59980,"Census","Income"
"46602",2011-07-01,"2011","Average Household Income After Taxes",61981,"Census","Income"
"46602",2011-07-01,"2011","Median Household Income After Taxes",52212,"Census","Income"
"46602",2016-07-01,"2016","Average Household Income Before Taxes",89975,"Census","Income"
"46602",2016-07-01,"2016","Median Household Income Before Taxes",70750,"Census","Income"
"46602",2016-07-01,"2016","Average Household Income After Taxes",73239,"Census","Income"
"46602",2016-07-01,"2016","Median Household Income After Taxes",60874,"Census","Income"
"46602",2021-07-01,"2021","Average Household Income Before Taxes",102300,"Census","Income"
"46602",2021-07-01,"2021","Median Household Income Before Taxes",83000,"Census","Income"
"46602",2021-07-01,"2021","Average Household Income After Taxes",83700,"Census","Income"
"46602",2021-07-01,"2021","Median Household Income After Taxes",71500,"Census","Income"
