"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35553",2006-07-01,"2006","Average Household Income Before Taxes",65046,"Census","Income"
"35553",2006-07-01,"2006","Median Household Income Before Taxes",54128,"Census","Income"
"35553",2006-07-01,"2006","Average Household Income After Taxes",54238,"Census","Income"
"35553",2006-07-01,"2006","Median Household Income After Taxes",47019,"Census","Income"
"35553",2011-07-01,"2011","Average Household Income Before Taxes",71523,"Census","Income"
"35553",2011-07-01,"2011","Median Household Income Before Taxes",56641,"Census","Income"
"35553",2011-07-01,"2011","Average Household Income After Taxes",61342,"Census","Income"
"35553",2011-07-01,"2011","Median Household Income After Taxes",50684,"Census","Income"
"35553",2016-07-01,"2016","Average Household Income Before Taxes",79344,"Census","Income"
"35553",2016-07-01,"2016","Median Household Income Before Taxes",64460,"Census","Income"
"35553",2016-07-01,"2016","Average Household Income After Taxes",67646,"Census","Income"
"35553",2016-07-01,"2016","Median Household Income After Taxes",56643,"Census","Income"
"35553",2021-07-01,"2021","Average Household Income Before Taxes",92700,"Census","Income"
"35553",2021-07-01,"2021","Median Household Income Before Taxes",77000,"Census","Income"
"35553",2021-07-01,"2021","Average Household Income After Taxes",79000,"Census","Income"
"35553",2021-07-01,"2021","Median Household Income After Taxes",68000,"Census","Income"
