"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"46607",2006-07-01,"2006","Average Household Income Before Taxes",53250,"Census","Income"
"46607",2006-07-01,"2006","Median Household Income Before Taxes",46428,"Census","Income"
"46607",2006-07-01,"2006","Average Household Income After Taxes",45125,"Census","Income"
"46607",2006-07-01,"2006","Median Household Income After Taxes",40730,"Census","Income"
"46607",2011-07-01,"2011","Average Household Income Before Taxes",64110,"Census","Income"
"46607",2011-07-01,"2011","Median Household Income Before Taxes",53749,"Census","Income"
"46607",2011-07-01,"2011","Average Household Income After Taxes",54393,"Census","Income"
"46607",2011-07-01,"2011","Median Household Income After Taxes",46963,"Census","Income"
"46607",2016-07-01,"2016","Average Household Income Before Taxes",70549,"Census","Income"
"46607",2016-07-01,"2016","Median Household Income Before Taxes",58432,"Census","Income"
"46607",2016-07-01,"2016","Average Household Income After Taxes",59636,"Census","Income"
"46607",2016-07-01,"2016","Median Household Income After Taxes",51051,"Census","Income"
"46607",2021-07-01,"2021","Average Household Income Before Taxes",82800,"Census","Income"
"46607",2021-07-01,"2021","Median Household Income Before Taxes",69000,"Census","Income"
"46607",2021-07-01,"2021","Average Household Income After Taxes",69900,"Census","Income"
"46607",2021-07-01,"2021","Median Household Income After Taxes",60000,"Census","Income"
