"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35547",2006-07-01,"2006","Average Household Income Before Taxes",64867,"Census","Income"
"35547",2006-07-01,"2006","Median Household Income Before Taxes",53507,"Census","Income"
"35547",2006-07-01,"2006","Average Household Income After Taxes",54754,"Census","Income"
"35547",2006-07-01,"2006","Median Household Income After Taxes",46793,"Census","Income"
"35547",2011-07-01,"2011","Average Household Income Before Taxes",70312,"Census","Income"
"35547",2011-07-01,"2011","Median Household Income Before Taxes",57659,"Census","Income"
"35547",2011-07-01,"2011","Average Household Income After Taxes",60840,"Census","Income"
"35547",2011-07-01,"2011","Median Household Income After Taxes",52357,"Census","Income"
"35547",2016-07-01,"2016","Average Household Income Before Taxes",79124,"Census","Income"
"35547",2016-07-01,"2016","Median Household Income Before Taxes",67667,"Census","Income"
"35547",2016-07-01,"2016","Average Household Income After Taxes",67807,"Census","Income"
"35547",2016-07-01,"2016","Median Household Income After Taxes",60103,"Census","Income"
"35547",2021-07-01,"2021","Average Household Income Before Taxes",96500,"Census","Income"
"35547",2021-07-01,"2021","Median Household Income Before Taxes",82000,"Census","Income"
"35547",2021-07-01,"2021","Average Household Income After Taxes",82300,"Census","Income"
"35547",2021-07-01,"2021","Median Household Income After Taxes",72500,"Census","Income"
