"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"47715",2006-07-01,"2006","Average Household Income Before Taxes",55524,"Census","Income"
"47715",2006-07-01,"2006","Median Household Income Before Taxes",46172,"Census","Income"
"47715",2006-07-01,"2006","Average Household Income After Taxes",46711,"Census","Income"
"47715",2006-07-01,"2006","Median Household Income After Taxes",40353,"Census","Income"
"47715",2011-07-01,"2011","Average Household Income Before Taxes",67480,"Census","Income"
"47715",2011-07-01,"2011","Median Household Income Before Taxes",54339,"Census","Income"
"47715",2011-07-01,"2011","Average Household Income After Taxes",57264,"Census","Income"
"47715",2011-07-01,"2011","Median Household Income After Taxes",48089,"Census","Income"
"47715",2016-07-01,"2016","Average Household Income Before Taxes",85713,"Census","Income"
"47715",2016-07-01,"2016","Median Household Income Before Taxes",69084,"Census","Income"
"47715",2016-07-01,"2016","Average Household Income After Taxes",71571,"Census","Income"
"47715",2016-07-01,"2016","Median Household Income After Taxes",61426,"Census","Income"
"47715",2021-07-01,"2021","Average Household Income Before Taxes",91600,"Census","Income"
"47715",2021-07-01,"2021","Median Household Income Before Taxes",75500,"Census","Income"
"47715",2021-07-01,"2021","Average Household Income After Taxes",77300,"Census","Income"
"47715",2021-07-01,"2021","Median Household Income After Taxes",66500,"Census","Income"
