"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35529",2006-07-01,"2006","Average Household Income Before Taxes",65316,"Census","Income"
"35529",2006-07-01,"2006","Median Household Income Before Taxes",52638,"Census","Income"
"35529",2006-07-01,"2006","Average Household Income After Taxes",54486,"Census","Income"
"35529",2006-07-01,"2006","Median Household Income After Taxes",46154,"Census","Income"
"35529",2011-07-01,"2011","Average Household Income Before Taxes",73086,"Census","Income"
"35529",2011-07-01,"2011","Median Household Income Before Taxes",58314,"Census","Income"
"35529",2011-07-01,"2011","Average Household Income After Taxes",62509,"Census","Income"
"35529",2011-07-01,"2011","Median Household Income After Taxes",52646,"Census","Income"
"35529",2016-07-01,"2016","Average Household Income Before Taxes",81114,"Census","Income"
"35529",2016-07-01,"2016","Median Household Income Before Taxes",64875,"Census","Income"
"35529",2016-07-01,"2016","Average Household Income After Taxes",68638,"Census","Income"
"35529",2016-07-01,"2016","Median Household Income After Taxes",57921,"Census","Income"
"35529",2021-07-01,"2021","Average Household Income Before Taxes",97800,"Census","Income"
"35529",2021-07-01,"2021","Median Household Income Before Taxes",79000,"Census","Income"
"35529",2021-07-01,"2021","Average Household Income After Taxes",83000,"Census","Income"
"35529",2021-07-01,"2021","Median Household Income After Taxes",70500,"Census","Income"
