"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"24421",2006-07-01,"2006","Average Household Income Before Taxes",60884,"Census","Income"
"24421",2006-07-01,"2006","Median Household Income Before Taxes",49622,"Census","Income"
"24421",2006-07-01,"2006","Average Household Income After Taxes",50241,"Census","Income"
"24421",2006-07-01,"2006","Median Household Income After Taxes",42469,"Census","Income"
"24421",2011-07-01,"2011","Average Household Income Before Taxes",69504,"Census","Income"
"24421",2011-07-01,"2011","Median Household Income Before Taxes",56511,"Census","Income"
"24421",2011-07-01,"2011","Average Household Income After Taxes",57546,"Census","Income"
"24421",2011-07-01,"2011","Median Household Income After Taxes",49088,"Census","Income"
"24421",2016-07-01,"2016","Average Household Income Before Taxes",81261,"Census","Income"
"24421",2016-07-01,"2016","Median Household Income Before Taxes",65333,"Census","Income"
"24421",2016-07-01,"2016","Average Household Income After Taxes",66509,"Census","Income"
"24421",2016-07-01,"2016","Median Household Income After Taxes",55886,"Census","Income"
"24421",2021-07-01,"2021","Average Household Income Before Taxes",93800,"Census","Income"
"24421",2021-07-01,"2021","Median Household Income Before Taxes",76500,"Census","Income"
"24421",2021-07-01,"2021","Average Household Income After Taxes",76600,"Census","Income"
"24421",2021-07-01,"2021","Median Household Income After Taxes",65500,"Census","Income"
