"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"48840",2006-07-01,"2006","Average Household Income Before Taxes",80090,"Census","Income"
"48840",2006-07-01,"2006","Median Household Income Before Taxes",68724,"Census","Income"
"48840",2006-07-01,"2006","Average Household Income After Taxes",65449,"Census","Income"
"48840",2006-07-01,"2006","Median Household Income After Taxes",57205,"Census","Income"
"48840",2011-07-01,"2011","Average Household Income Before Taxes",104658,"Census","Income"
"48840",2011-07-01,"2011","Median Household Income Before Taxes",82764,"Census","Income"
"48840",2011-07-01,"2011","Average Household Income After Taxes",84604,"Census","Income"
"48840",2011-07-01,"2011","Median Household Income After Taxes",69644,"Census","Income"
"48840",2016-07-01,"2016","Average Household Income Before Taxes",112846,"Census","Income"
"48840",2016-07-01,"2016","Median Household Income Before Taxes",95310,"Census","Income"
"48840",2016-07-01,"2016","Average Household Income After Taxes",92000,"Census","Income"
"48840",2016-07-01,"2016","Median Household Income After Taxes",80544,"Census","Income"
"48840",2021-07-01,"2021","Average Household Income Before Taxes",111300,"Census","Income"
"48840",2021-07-01,"2021","Median Household Income Before Taxes",95000,"Census","Income"
"48840",2021-07-01,"2021","Average Household Income After Taxes",92300,"Census","Income"
"48840",2021-07-01,"2021","Median Household Income After Taxes",82000,"Census","Income"
