"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59905",2006-07-01,"2006","Average Household Income Before Taxes",62038,"Census","Income"
"59905",2006-07-01,"2006","Median Household Income Before Taxes",50178,"Census","Income"
"59905",2006-07-01,"2006","Average Household Income After Taxes",52694,"Census","Income"
"59905",2006-07-01,"2006","Median Household Income After Taxes",44109,"Census","Income"
"59905",2011-07-01,"2011","Average Household Income Before Taxes",71363,"Census","Income"
"59905",2011-07-01,"2011","Median Household Income Before Taxes",62506,"Census","Income"
"59905",2011-07-01,"2011","Average Household Income After Taxes",62376,"Census","Income"
"59905",2011-07-01,"2011","Median Household Income After Taxes",56573,"Census","Income"
"59905",2016-07-01,"2016","Average Household Income Before Taxes",88027,"Census","Income"
"59905",2016-07-01,"2016","Median Household Income Before Taxes",72790,"Census","Income"
"59905",2016-07-01,"2016","Average Household Income After Taxes",73910,"Census","Income"
"59905",2016-07-01,"2016","Median Household Income After Taxes",63155,"Census","Income"
"59905",2021-07-01,"2021","Average Household Income Before Taxes",101600,"Census","Income"
"59905",2021-07-01,"2021","Median Household Income Before Taxes",84000,"Census","Income"
"59905",2021-07-01,"2021","Average Household Income After Taxes",86800,"Census","Income"
"59905",2021-07-01,"2021","Median Household Income After Taxes",75500,"Census","Income"
