"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59934",2006-07-01,"2006","Average Household Income Before Taxes",71298,"Census","Income"
"59934",2006-07-01,"2006","Median Household Income Before Taxes",63917,"Census","Income"
"59934",2006-07-01,"2006","Average Household Income After Taxes",59665,"Census","Income"
"59934",2006-07-01,"2006","Median Household Income After Taxes",55229,"Census","Income"
"59934",2011-07-01,"2011","Average Household Income Before Taxes",80485,"Census","Income"
"59934",2011-07-01,"2011","Median Household Income Before Taxes",71563,"Census","Income"
"59934",2011-07-01,"2011","Average Household Income After Taxes",69171,"Census","Income"
"59934",2011-07-01,"2011","Median Household Income After Taxes",63543,"Census","Income"
"59934",2016-07-01,"2016","Average Household Income Before Taxes",99270,"Census","Income"
"59934",2016-07-01,"2016","Median Household Income Before Taxes",87232,"Census","Income"
"59934",2016-07-01,"2016","Average Household Income After Taxes",83029,"Census","Income"
"59934",2016-07-01,"2016","Median Household Income After Taxes",75221,"Census","Income"
"59934",2021-07-01,"2021","Average Household Income Before Taxes",129400,"Census","Income"
"59934",2021-07-01,"2021","Median Household Income Before Taxes",111000,"Census","Income"
"59934",2021-07-01,"2021","Average Household Income After Taxes",107000,"Census","Income"
"59934",2021-07-01,"2021","Median Household Income After Taxes",97000,"Census","Income"
