"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"46610",2006-07-01,"2006","Average Household Income Before Taxes",58356,"Census","Income"
"46610",2006-07-01,"2006","Median Household Income Before Taxes",47549,"Census","Income"
"46610",2006-07-01,"2006","Average Household Income After Taxes",48321,"Census","Income"
"46610",2006-07-01,"2006","Median Household Income After Taxes",41189,"Census","Income"
"46610",2011-07-01,"2011","Average Household Income Before Taxes",71453,"Census","Income"
"46610",2011-07-01,"2011","Median Household Income Before Taxes",59217,"Census","Income"
"46610",2011-07-01,"2011","Average Household Income After Taxes",59495,"Census","Income"
"46610",2011-07-01,"2011","Median Household Income After Taxes",51654,"Census","Income"
"46610",2016-07-01,"2016","Average Household Income Before Taxes",84408,"Census","Income"
"46610",2016-07-01,"2016","Median Household Income Before Taxes",69662,"Census","Income"
"46610",2016-07-01,"2016","Average Household Income After Taxes",68594,"Census","Income"
"46610",2016-07-01,"2016","Median Household Income After Taxes",59682,"Census","Income"
"46610",2021-07-01,"2021","Average Household Income Before Taxes",92200,"Census","Income"
"46610",2021-07-01,"2021","Median Household Income Before Taxes",77500,"Census","Income"
"46610",2021-07-01,"2021","Average Household Income After Taxes",76200,"Census","Income"
"46610",2021-07-01,"2021","Median Household Income After Taxes",67000,"Census","Income"
