"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"10015",2006-07-01,"2006","Average Household Income Before Taxes",57246,"Census","Income"
"10015",2006-07-01,"2006","Median Household Income Before Taxes",46607,"Census","Income"
"10015",2006-07-01,"2006","Average Household Income After Taxes",47460,"Census","Income"
"10015",2006-07-01,"2006","Median Household Income After Taxes",40304,"Census","Income"
"10015",2011-07-01,"2011","Average Household Income Before Taxes",65982,"Census","Income"
"10015",2011-07-01,"2011","Median Household Income Before Taxes",52223,"Census","Income"
"10015",2011-07-01,"2011","Average Household Income After Taxes",56723,"Census","Income"
"10015",2011-07-01,"2011","Median Household Income After Taxes",47560,"Census","Income"
"10015",2016-07-01,"2016","Average Household Income Before Taxes",80732,"Census","Income"
"10015",2016-07-01,"2016","Median Household Income Before Taxes",64325,"Census","Income"
"10015",2016-07-01,"2016","Average Household Income After Taxes",67520,"Census","Income"
"10015",2016-07-01,"2016","Median Household Income After Taxes",56682,"Census","Income"
"10015",2021-07-01,"2021","Average Household Income Before Taxes",85600,"Census","Income"
"10015",2021-07-01,"2021","Median Household Income Before Taxes",70500,"Census","Income"
"10015",2021-07-01,"2021","Average Household Income After Taxes",71900,"Census","Income"
"10015",2021-07-01,"2021","Median Household Income After Taxes",62400,"Census","Income"
