"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"47750",2006-07-01,"2006","Average Household Income Before Taxes",78815,"Census","Income"
"47750",2006-07-01,"2006","Median Household Income Before Taxes",63870,"Census","Income"
"47750",2006-07-01,"2006","Average Household Income After Taxes",61267,"Census","Income"
"47750",2006-07-01,"2006","Median Household Income After Taxes",53859,"Census","Income"
"47750",2011-07-01,"2011","Average Household Income Before Taxes",107169,"Census","Income"
"47750",2011-07-01,"2011","Median Household Income Before Taxes",88953,"Census","Income"
"47750",2011-07-01,"2011","Average Household Income After Taxes",85058,"Census","Income"
"47750",2011-07-01,"2011","Median Household Income After Taxes",73183,"Census","Income"
"47750",2016-07-01,"2016","Average Household Income Before Taxes",121919,"Census","Income"
"47750",2016-07-01,"2016","Median Household Income Before Taxes",99635,"Census","Income"
"47750",2016-07-01,"2016","Average Household Income After Taxes",96743,"Census","Income"
"47750",2016-07-01,"2016","Median Household Income After Taxes",82765,"Census","Income"
"47750",2021-07-01,"2021","Average Household Income Before Taxes",114300,"Census","Income"
"47750",2021-07-01,"2021","Median Household Income Before Taxes",96000,"Census","Income"
"47750",2021-07-01,"2021","Average Household Income After Taxes",94100,"Census","Income"
"47750",2021-07-01,"2021","Median Household Income After Taxes",82000,"Census","Income"
