"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"48826",2016-07-01,"2016","Average Household Income Before Taxes",105495,"Census","Income"
"48826",2016-07-01,"2016","Median Household Income Before Taxes",88576,"Census","Income"
"48826",2016-07-01,"2016","Average Household Income After Taxes",87418,"Census","Income"
"48826",2016-07-01,"2016","Median Household Income After Taxes",76352,"Census","Income"
"48826",2021-07-01,"2021","Average Household Income Before Taxes",106200,"Census","Income"
"48826",2021-07-01,"2021","Median Household Income Before Taxes",91000,"Census","Income"
"48826",2021-07-01,"2021","Average Household Income After Taxes",90000,"Census","Income"
"48826",2021-07-01,"2021","Median Household Income After Taxes",80000,"Census","Income"
