"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"13320",2006-07-01,"2006","Average Household Income Before Taxes",63977,"Census","Income"
"13320",2006-07-01,"2006","Median Household Income Before Taxes",52864,"Census","Income"
"13320",2006-07-01,"2006","Average Household Income After Taxes",52726,"Census","Income"
"13320",2006-07-01,"2006","Median Household Income After Taxes",45587,"Census","Income"
"13320",2011-07-01,"2011","Average Household Income Before Taxes",73581,"Census","Income"
"13320",2011-07-01,"2011","Median Household Income Before Taxes",60627,"Census","Income"
"13320",2011-07-01,"2011","Average Household Income After Taxes",61856,"Census","Income"
"13320",2011-07-01,"2011","Median Household Income After Taxes",53163,"Census","Income"
"13320",2016-07-01,"2016","Average Household Income Before Taxes",80397,"Census","Income"
"13320",2016-07-01,"2016","Median Household Income Before Taxes",66797,"Census","Income"
"13320",2016-07-01,"2016","Average Household Income After Taxes",66974,"Census","Income"
"13320",2016-07-01,"2016","Median Household Income After Taxes",58188,"Census","Income"
"13320",2021-07-01,"2021","Average Household Income Before Taxes",95600,"Census","Income"
"13320",2021-07-01,"2021","Median Household Income Before Taxes",79000,"Census","Income"
"13320",2021-07-01,"2021","Average Household Income After Taxes",79700,"Census","Income"
"13320",2021-07-01,"2021","Median Household Income After Taxes",69000,"Census","Income"
