"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35501",2006-07-01,"2006","Average Household Income Before Taxes",53808,"Census","Income"
"35501",2006-07-01,"2006","Median Household Income Before Taxes",42782,"Census","Income"
"35501",2006-07-01,"2006","Average Household Income After Taxes",46041,"Census","Income"
"35501",2006-07-01,"2006","Median Household Income After Taxes",38721,"Census","Income"
"35501",2011-07-01,"2011","Average Household Income Before Taxes",58352,"Census","Income"
"35501",2011-07-01,"2011","Median Household Income Before Taxes",46833,"Census","Income"
"35501",2011-07-01,"2011","Average Household Income After Taxes",51440,"Census","Income"
"35501",2011-07-01,"2011","Median Household Income After Taxes",43443,"Census","Income"
"35501",2016-07-01,"2016","Average Household Income Before Taxes",64976,"Census","Income"
"35501",2016-07-01,"2016","Median Household Income Before Taxes",51715,"Census","Income"
"35501",2016-07-01,"2016","Average Household Income After Taxes",56482,"Census","Income"
"35501",2016-07-01,"2016","Median Household Income After Taxes",47597,"Census","Income"
"35501",2021-07-01,"2021","Average Household Income Before Taxes",79000,"Census","Income"
"35501",2021-07-01,"2021","Median Household Income Before Taxes",65500,"Census","Income"
"35501",2021-07-01,"2021","Average Household Income After Taxes",69200,"Census","Income"
"35501",2021-07-01,"2021","Median Household Income After Taxes",59200,"Census","Income"
