"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35505",2006-07-01,"2006","Average Household Income Before Taxes",85028,"Census","Income"
"35505",2006-07-01,"2006","Median Household Income Before Taxes",69991,"Census","Income"
"35505",2006-07-01,"2006","Average Household Income After Taxes",68259,"Census","Income"
"35505",2006-07-01,"2006","Median Household Income After Taxes",58670,"Census","Income"
"35505",2011-07-01,"2011","Average Household Income Before Taxes",96781,"Census","Income"
"35505",2011-07-01,"2011","Median Household Income Before Taxes",80030,"Census","Income"
"35505",2011-07-01,"2011","Average Household Income After Taxes",79396,"Census","Income"
"35505",2011-07-01,"2011","Median Household Income After Taxes",68460,"Census","Income"
"35505",2016-07-01,"2016","Average Household Income Before Taxes",106259,"Census","Income"
"35505",2016-07-01,"2016","Median Household Income Before Taxes",86451,"Census","Income"
"35505",2016-07-01,"2016","Average Household Income After Taxes",86589,"Census","Income"
"35505",2016-07-01,"2016","Median Household Income After Taxes",74207,"Census","Income"
"35505",2021-07-01,"2021","Average Household Income Before Taxes",125700,"Census","Income"
"35505",2021-07-01,"2021","Median Household Income Before Taxes",102000,"Census","Income"
"35505",2021-07-01,"2021","Average Household Income After Taxes",102500,"Census","Income"
"35505",2021-07-01,"2021","Median Household Income After Taxes",88000,"Census","Income"
