"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59937",2006-07-01,"2006","Average Household Income Before Taxes",59360,"Census","Income"
"59937",2006-07-01,"2006","Median Household Income Before Taxes",48732,"Census","Income"
"59937",2006-07-01,"2006","Average Household Income After Taxes",50651,"Census","Income"
"59937",2006-07-01,"2006","Median Household Income After Taxes",43470,"Census","Income"
"59937",2011-07-01,"2011","Average Household Income Before Taxes",65546,"Census","Income"
"59937",2011-07-01,"2011","Median Household Income Before Taxes",53604,"Census","Income"
"59937",2011-07-01,"2011","Average Household Income After Taxes",57735,"Census","Income"
"59937",2011-07-01,"2011","Median Household Income After Taxes",48703,"Census","Income"
"59937",2016-07-01,"2016","Average Household Income Before Taxes",75243,"Census","Income"
"59937",2016-07-01,"2016","Median Household Income Before Taxes",60529,"Census","Income"
"59937",2016-07-01,"2016","Average Household Income After Taxes",64466,"Census","Income"
"59937",2016-07-01,"2016","Median Household Income After Taxes",54059,"Census","Income"
"59937",2021-07-01,"2021","Average Household Income Before Taxes",92000,"Census","Income"
"59937",2021-07-01,"2021","Median Household Income Before Taxes",75500,"Census","Income"
"59937",2021-07-01,"2021","Average Household Income After Taxes",79900,"Census","Income"
"59937",2021-07-01,"2021","Median Household Income After Taxes",68500,"Census","Income"
