"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59940",2006-07-01,"2006","Average Household Income Before Taxes",54436,"Census","Income"
"59940",2006-07-01,"2006","Median Household Income Before Taxes",46083,"Census","Income"
"59940",2006-07-01,"2006","Average Household Income After Taxes",47101,"Census","Income"
"59940",2006-07-01,"2006","Median Household Income After Taxes",41362,"Census","Income"
"59940",2011-07-01,"2011","Average Household Income Before Taxes",57017,"Census","Income"
"59940",2011-07-01,"2011","Median Household Income Before Taxes",46435,"Census","Income"
"59940",2011-07-01,"2011","Average Household Income After Taxes",50618,"Census","Income"
"59940",2011-07-01,"2011","Median Household Income After Taxes",43619,"Census","Income"
"59940",2016-07-01,"2016","Average Household Income Before Taxes",67196,"Census","Income"
"59940",2016-07-01,"2016","Median Household Income Before Taxes",55436,"Census","Income"
"59940",2016-07-01,"2016","Average Household Income After Taxes",58194,"Census","Income"
"59940",2016-07-01,"2016","Median Household Income After Taxes",49539,"Census","Income"
"59940",2021-07-01,"2021","Average Household Income Before Taxes",81000,"Census","Income"
"59940",2021-07-01,"2021","Median Household Income Before Taxes",67000,"Census","Income"
"59940",2021-07-01,"2021","Average Household Income After Taxes",71600,"Census","Income"
"59940",2021-07-01,"2021","Median Household Income After Taxes",61200,"Census","Income"
