"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35537",2006-07-01,"2006","Average Household Income Before Taxes",76787,"Census","Income"
"35537",2006-07-01,"2006","Median Household Income Before Taxes",60567,"Census","Income"
"35537",2006-07-01,"2006","Average Household Income After Taxes",62521,"Census","Income"
"35537",2006-07-01,"2006","Median Household Income After Taxes",51936,"Census","Income"
"35537",2011-07-01,"2011","Average Household Income Before Taxes",84273,"Census","Income"
"35537",2011-07-01,"2011","Median Household Income Before Taxes",65851,"Census","Income"
"35537",2011-07-01,"2011","Average Household Income After Taxes",70477,"Census","Income"
"35537",2011-07-01,"2011","Median Household Income After Taxes",58324,"Census","Income"
"35537",2016-07-01,"2016","Average Household Income Before Taxes",97211,"Census","Income"
"35537",2016-07-01,"2016","Median Household Income Before Taxes",75422,"Census","Income"
"35537",2016-07-01,"2016","Average Household Income After Taxes",80008,"Census","Income"
"35537",2016-07-01,"2016","Median Household Income After Taxes",66103,"Census","Income"
"35537",2021-07-01,"2021","Average Household Income Before Taxes",116800,"Census","Income"
"35537",2021-07-01,"2021","Median Household Income Before Taxes",91000,"Census","Income"
"35537",2021-07-01,"2021","Average Household Income After Taxes",97100,"Census","Income"
"35537",2021-07-01,"2021","Median Household Income After Taxes",80000,"Census","Income"
