"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"10011",2006-07-01,"2006","Average Household Income Before Taxes",65302,"Census","Income"
"10011",2006-07-01,"2006","Median Household Income Before Taxes",55146,"Census","Income"
"10011",2006-07-01,"2006","Average Household Income After Taxes",52528,"Census","Income"
"10011",2006-07-01,"2006","Median Household Income After Taxes",46572,"Census","Income"
"10011",2011-07-01,"2011","Average Household Income Before Taxes",77079,"Census","Income"
"10011",2011-07-01,"2011","Median Household Income Before Taxes",66526,"Census","Income"
"10011",2011-07-01,"2011","Average Household Income After Taxes",63905,"Census","Income"
"10011",2011-07-01,"2011","Median Household Income After Taxes",57244,"Census","Income"
"10011",2016-07-01,"2016","Average Household Income Before Taxes",90062,"Census","Income"
"10011",2016-07-01,"2016","Median Household Income Before Taxes",70759,"Census","Income"
"10011",2016-07-01,"2016","Average Household Income After Taxes",73862,"Census","Income"
"10011",2016-07-01,"2016","Median Household Income After Taxes",62052,"Census","Income"
"10011",2021-07-01,"2021","Average Household Income Before Taxes",96700,"Census","Income"
"10011",2021-07-01,"2021","Median Household Income Before Taxes",78000,"Census","Income"
"10011",2021-07-01,"2021","Average Household Income After Taxes",79200,"Census","Income"
"10011",2021-07-01,"2021","Median Household Income After Taxes",69000,"Census","Income"
