"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35535",2006-07-01,"2006","Average Household Income Before Taxes",87820,"Census","Income"
"35535",2006-07-01,"2006","Median Household Income Before Taxes",64128,"Census","Income"
"35535",2006-07-01,"2006","Average Household Income After Taxes",70219,"Census","Income"
"35535",2006-07-01,"2006","Median Household Income After Taxes",55313,"Census","Income"
"35535",2011-07-01,"2011","Average Household Income Before Taxes",95326,"Census","Income"
"35535",2011-07-01,"2011","Median Household Income Before Taxes",70365,"Census","Income"
"35535",2011-07-01,"2011","Average Household Income After Taxes",78165,"Census","Income"
"35535",2011-07-01,"2011","Median Household Income After Taxes",61959,"Census","Income"
"35535",2016-07-01,"2016","Average Household Income Before Taxes",109480,"Census","Income"
"35535",2016-07-01,"2016","Median Household Income Before Taxes",78378,"Census","Income"
"35535",2016-07-01,"2016","Average Household Income After Taxes",87993,"Census","Income"
"35535",2016-07-01,"2016","Median Household Income After Taxes",68627,"Census","Income"
"35535",2021-07-01,"2021","Average Household Income Before Taxes",129000,"Census","Income"
"35535",2021-07-01,"2021","Median Household Income Before Taxes",97000,"Census","Income"
"35535",2021-07-01,"2021","Average Household Income After Taxes",103700,"Census","Income"
"35535",2021-07-01,"2021","Median Household Income After Taxes",85000,"Census","Income"
