"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59945",2006-07-01,"2006","Average Household Income Before Taxes",56244,"Census","Income"
"59945",2006-07-01,"2006","Median Household Income Before Taxes",47564,"Census","Income"
"59945",2006-07-01,"2006","Average Household Income After Taxes",47900,"Census","Income"
"59945",2006-07-01,"2006","Median Household Income After Taxes",41630,"Census","Income"
"59945",2011-07-01,"2011","Average Household Income Before Taxes",62502,"Census","Income"
"59945",2011-07-01,"2011","Median Household Income Before Taxes",51251,"Census","Income"
"59945",2011-07-01,"2011","Average Household Income After Taxes",55113,"Census","Income"
"59945",2011-07-01,"2011","Median Household Income After Taxes",47097,"Census","Income"
"59945",2016-07-01,"2016","Average Household Income Before Taxes",70045,"Census","Income"
"59945",2016-07-01,"2016","Median Household Income Before Taxes",56401,"Census","Income"
"59945",2016-07-01,"2016","Average Household Income After Taxes",60244,"Census","Income"
"59945",2016-07-01,"2016","Median Household Income After Taxes",51162,"Census","Income"
"59945",2021-07-01,"2021","Average Household Income Before Taxes",81100,"Census","Income"
"59945",2021-07-01,"2021","Median Household Income Before Taxes",66500,"Census","Income"
"59945",2021-07-01,"2021","Average Household Income After Taxes",71300,"Census","Income"
"59945",2021-07-01,"2021","Median Household Income After Taxes",60800,"Census","Income"
