"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"48830",2006-07-01,"2006","Average Household Income Before Taxes",77761,"Census","Income"
"48830",2006-07-01,"2006","Median Household Income Before Taxes",63034,"Census","Income"
"48830",2006-07-01,"2006","Average Household Income After Taxes",64177,"Census","Income"
"48830",2006-07-01,"2006","Median Household Income After Taxes",54201,"Census","Income"
"48830",2011-07-01,"2011","Average Household Income Before Taxes",87033,"Census","Income"
"48830",2011-07-01,"2011","Median Household Income Before Taxes",72385,"Census","Income"
"48830",2011-07-01,"2011","Average Household Income After Taxes",72986,"Census","Income"
"48830",2011-07-01,"2011","Median Household Income After Taxes",62790,"Census","Income"
"48830",2016-07-01,"2016","Average Household Income Before Taxes",110394,"Census","Income"
"48830",2016-07-01,"2016","Median Household Income Before Taxes",85829,"Census","Income"
"48830",2016-07-01,"2016","Average Household Income After Taxes",90277,"Census","Income"
"48830",2016-07-01,"2016","Median Household Income After Taxes",73852,"Census","Income"
"48830",2021-07-01,"2021","Average Household Income Before Taxes",103500,"Census","Income"
"48830",2021-07-01,"2021","Median Household Income Before Taxes",85000,"Census","Income"
"48830",2021-07-01,"2021","Average Household Income After Taxes",87300,"Census","Income"
"48830",2021-07-01,"2021","Median Household Income After Taxes",74500,"Census","Income"
