"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35565",2006-07-01,"2006","Average Household Income Before Taxes",61676,"Census","Income"
"35565",2006-07-01,"2006","Median Household Income Before Taxes",54181,"Census","Income"
"35565",2006-07-01,"2006","Average Household Income After Taxes",52420,"Census","Income"
"35565",2006-07-01,"2006","Median Household Income After Taxes",47262,"Census","Income"
"35565",2011-07-01,"2011","Average Household Income Before Taxes",66250,"Census","Income"
"35565",2011-07-01,"2011","Median Household Income Before Taxes",54241,"Census","Income"
"35565",2011-07-01,"2011","Average Household Income After Taxes",57844,"Census","Income"
"35565",2011-07-01,"2011","Median Household Income After Taxes",50084,"Census","Income"
"35565",2016-07-01,"2016","Average Household Income Before Taxes",74297,"Census","Income"
"35565",2016-07-01,"2016","Median Household Income Before Taxes",62558,"Census","Income"
"35565",2016-07-01,"2016","Average Household Income After Taxes",64024,"Census","Income"
"35565",2016-07-01,"2016","Median Household Income After Taxes",56346,"Census","Income"
"35565",2021-07-01,"2021","Average Household Income Before Taxes",90100,"Census","Income"
"35565",2021-07-01,"2021","Median Household Income Before Taxes",76500,"Census","Income"
"35565",2021-07-01,"2021","Average Household Income After Taxes",77700,"Census","Income"
"35565",2021-07-01,"2021","Median Household Income After Taxes",68500,"Census","Income"
