"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35544",2006-07-01,"2006","Average Household Income Before Taxes",64523,"Census","Income"
"35544",2006-07-01,"2006","Median Household Income Before Taxes",55920,"Census","Income"
"35544",2006-07-01,"2006","Average Household Income After Taxes",54206,"Census","Income"
"35544",2006-07-01,"2006","Median Household Income After Taxes",48607,"Census","Income"
"35544",2011-07-01,"2011","Average Household Income Before Taxes",68492,"Census","Income"
"35544",2011-07-01,"2011","Median Household Income Before Taxes",57868,"Census","Income"
"35544",2011-07-01,"2011","Average Household Income After Taxes",58874,"Census","Income"
"35544",2011-07-01,"2011","Median Household Income After Taxes",51226,"Census","Income"
"35544",2016-07-01,"2016","Average Household Income Before Taxes",81636,"Census","Income"
"35544",2016-07-01,"2016","Median Household Income Before Taxes",67795,"Census","Income"
"35544",2016-07-01,"2016","Average Household Income After Taxes",68803,"Census","Income"
"35544",2016-07-01,"2016","Median Household Income After Taxes",59985,"Census","Income"
"35544",2021-07-01,"2021","Average Household Income Before Taxes",95900,"Census","Income"
"35544",2021-07-01,"2021","Median Household Income Before Taxes",83000,"Census","Income"
"35544",2021-07-01,"2021","Average Household Income After Taxes",82100,"Census","Income"
"35544",2021-07-01,"2021","Median Household Income After Taxes",73500,"Census","Income"
