"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"47755",2006-07-01,"2006","Average Household Income Before Taxes",73185,"Census","Income"
"47755",2006-07-01,"2006","Median Household Income Before Taxes",49793,"Census","Income"
"47755",2006-07-01,"2006","Average Household Income After Taxes",57659,"Census","Income"
"47755",2006-07-01,"2006","Median Household Income After Taxes",42883,"Census","Income"
"47755",2011-07-01,"2011","Average Household Income Before Taxes",82564,"Census","Income"
"47755",2011-07-01,"2011","Median Household Income Before Taxes",69304,"Census","Income"
"47755",2011-07-01,"2011","Average Household Income After Taxes",69058,"Census","Income"
"47755",2011-07-01,"2011","Median Household Income After Taxes",59431,"Census","Income"
"47755",2016-07-01,"2016","Average Household Income Before Taxes",103220,"Census","Income"
"47755",2016-07-01,"2016","Median Household Income Before Taxes",78411,"Census","Income"
"47755",2016-07-01,"2016","Average Household Income After Taxes",83980,"Census","Income"
"47755",2016-07-01,"2016","Median Household Income After Taxes",67709,"Census","Income"
"47755",2021-07-01,"2021","Average Household Income Before Taxes",113200,"Census","Income"
"47755",2021-07-01,"2021","Median Household Income Before Taxes",81000,"Census","Income"
"47755",2021-07-01,"2021","Average Household Income After Taxes",90300,"Census","Income"
"47755",2021-07-01,"2021","Median Household Income After Taxes",72000,"Census","Income"
