"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35556",2006-07-01,"2006","Average Household Income Before Taxes",62169,"Census","Income"
"35556",2006-07-01,"2006","Median Household Income Before Taxes",51002,"Census","Income"
"35556",2006-07-01,"2006","Average Household Income After Taxes",52563,"Census","Income"
"35556",2006-07-01,"2006","Median Household Income After Taxes",44501,"Census","Income"
"35556",2011-07-01,"2011","Average Household Income Before Taxes",63776,"Census","Income"
"35556",2011-07-01,"2011","Median Household Income Before Taxes",51793,"Census","Income"
"35556",2011-07-01,"2011","Average Household Income After Taxes",55620,"Census","Income"
"35556",2011-07-01,"2011","Median Household Income After Taxes",47291,"Census","Income"
"35556",2016-07-01,"2016","Average Household Income Before Taxes",72763,"Census","Income"
"35556",2016-07-01,"2016","Median Household Income Before Taxes",58147,"Census","Income"
"35556",2016-07-01,"2016","Average Household Income After Taxes",62623,"Census","Income"
"35556",2016-07-01,"2016","Median Household Income After Taxes",52811,"Census","Income"
"35556",2021-07-01,"2021","Average Household Income Before Taxes",87900,"Census","Income"
"35556",2021-07-01,"2021","Median Household Income Before Taxes",71500,"Census","Income"
"35556",2021-07-01,"2021","Average Household Income After Taxes",75800,"Census","Income"
"35556",2021-07-01,"2021","Median Household Income After Taxes",65000,"Census","Income"
