"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"48810",2006-07-01,"2006","Average Household Income Before Taxes",64257,"Census","Income"
"48810",2006-07-01,"2006","Median Household Income Before Taxes",52931,"Census","Income"
"48810",2006-07-01,"2006","Average Household Income After Taxes",54763,"Census","Income"
"48810",2006-07-01,"2006","Median Household Income After Taxes",46968,"Census","Income"
"48810",2011-07-01,"2011","Average Household Income Before Taxes",77241,"Census","Income"
"48810",2011-07-01,"2011","Median Household Income Before Taxes",63345,"Census","Income"
"48810",2011-07-01,"2011","Average Household Income After Taxes",66344,"Census","Income"
"48810",2011-07-01,"2011","Median Household Income After Taxes",57070,"Census","Income"
"48810",2016-07-01,"2016","Average Household Income Before Taxes",94367,"Census","Income"
"48810",2016-07-01,"2016","Median Household Income Before Taxes",75572,"Census","Income"
"48810",2016-07-01,"2016","Average Household Income After Taxes",79874,"Census","Income"
"48810",2016-07-01,"2016","Median Household Income After Taxes",66685,"Census","Income"
"48810",2021-07-01,"2021","Average Household Income Before Taxes",100600,"Census","Income"
"48810",2021-07-01,"2021","Median Household Income Before Taxes",84000,"Census","Income"
"48810",2021-07-01,"2021","Average Household Income After Taxes",85900,"Census","Income"
"48810",2021-07-01,"2021","Median Household Income After Taxes",75000,"Census","Income"
