"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35528",2006-07-01,"2006","Average Household Income Before Taxes",69478,"Census","Income"
"35528",2006-07-01,"2006","Median Household Income Before Taxes",60382,"Census","Income"
"35528",2006-07-01,"2006","Average Household Income After Taxes",57622,"Census","Income"
"35528",2006-07-01,"2006","Median Household Income After Taxes",51741,"Census","Income"
"35528",2011-07-01,"2011","Average Household Income Before Taxes",79413,"Census","Income"
"35528",2011-07-01,"2011","Median Household Income Before Taxes",62180,"Census","Income"
"35528",2011-07-01,"2011","Average Household Income After Taxes",66065,"Census","Income"
"35528",2011-07-01,"2011","Median Household Income After Taxes",54298,"Census","Income"
"35528",2016-07-01,"2016","Average Household Income Before Taxes",88721,"Census","Income"
"35528",2016-07-01,"2016","Median Household Income Before Taxes",72001,"Census","Income"
"35528",2016-07-01,"2016","Average Household Income After Taxes",74054,"Census","Income"
"35528",2016-07-01,"2016","Median Household Income After Taxes",63830,"Census","Income"
"35528",2021-07-01,"2021","Average Household Income Before Taxes",106100,"Census","Income"
"35528",2021-07-01,"2021","Median Household Income Before Taxes",88000,"Census","Income"
"35528",2021-07-01,"2021","Average Household Income After Taxes",88900,"Census","Income"
"35528",2021-07-01,"2021","Median Household Income After Taxes",77000,"Census","Income"
