"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35598",2006-07-01,"2006","Average Household Income Before Taxes",67773,"Census","Income"
"35598",2006-07-01,"2006","Median Household Income Before Taxes",59946,"Census","Income"
"35598",2006-07-01,"2006","Average Household Income After Taxes",56794,"Census","Income"
"35598",2006-07-01,"2006","Median Household Income After Taxes",50426,"Census","Income"
"35598",2011-07-01,"2011","Average Household Income Before Taxes",74594,"Census","Income"
"35598",2011-07-01,"2011","Median Household Income Before Taxes",65164,"Census","Income"
"35598",2011-07-01,"2011","Average Household Income After Taxes",63641,"Census","Income"
"35598",2011-07-01,"2011","Median Household Income After Taxes",57613,"Census","Income"
"35598",2016-07-01,"2016","Average Household Income Before Taxes",90122,"Census","Income"
"35598",2016-07-01,"2016","Median Household Income Before Taxes",73597,"Census","Income"
"35598",2016-07-01,"2016","Average Household Income After Taxes",75271,"Census","Income"
"35598",2016-07-01,"2016","Median Household Income After Taxes",64046,"Census","Income"
"35598",2021-07-01,"2021","Average Household Income Before Taxes",102100,"Census","Income"
"35598",2021-07-01,"2021","Median Household Income Before Taxes",86000,"Census","Income"
"35598",2021-07-01,"2021","Average Household Income After Taxes",86100,"Census","Income"
"35598",2021-07-01,"2021","Median Household Income After Taxes",75000,"Census","Income"
