"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"35590",2006-07-01,"2006","Average Household Income Before Taxes",62487,"Census","Income"
"35590",2006-07-01,"2006","Median Household Income Before Taxes",49797,"Census","Income"
"35590",2006-07-01,"2006","Average Household Income After Taxes",52593,"Census","Income"
"35590",2006-07-01,"2006","Median Household Income After Taxes",43879,"Census","Income"
"35590",2011-07-01,"2011","Average Household Income Before Taxes",70105,"Census","Income"
"35590",2011-07-01,"2011","Median Household Income Before Taxes",56482,"Census","Income"
"35590",2011-07-01,"2011","Average Household Income After Taxes",60413,"Census","Income"
"35590",2011-07-01,"2011","Median Household Income After Taxes",51039,"Census","Income"
"35590",2016-07-01,"2016","Average Household Income Before Taxes",77048,"Census","Income"
"35590",2016-07-01,"2016","Median Household Income Before Taxes",61807,"Census","Income"
"35590",2016-07-01,"2016","Average Household Income After Taxes",65700,"Census","Income"
"35590",2016-07-01,"2016","Median Household Income After Taxes",55491,"Census","Income"
"35590",2021-07-01,"2021","Average Household Income Before Taxes",90400,"Census","Income"
"35590",2021-07-01,"2021","Median Household Income Before Taxes",74000,"Census","Income"
"35590",2021-07-01,"2021","Average Household Income After Taxes",77400,"Census","Income"
"35590",2021-07-01,"2021","Median Household Income After Taxes",66500,"Census","Income"
