"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"59930",2006-07-01,"2006","Average Household Income Before Taxes",59821,"Census","Income"
"59930",2006-07-01,"2006","Median Household Income Before Taxes",49342,"Census","Income"
"59930",2006-07-01,"2006","Average Household Income After Taxes",51403,"Census","Income"
"59930",2006-07-01,"2006","Median Household Income After Taxes",43993,"Census","Income"
"59930",2011-07-01,"2011","Average Household Income Before Taxes",66524,"Census","Income"
"59930",2011-07-01,"2011","Median Household Income Before Taxes",55274,"Census","Income"
"59930",2011-07-01,"2011","Average Household Income After Taxes",58526,"Census","Income"
"59930",2011-07-01,"2011","Median Household Income After Taxes",50669,"Census","Income"
"59930",2016-07-01,"2016","Average Household Income Before Taxes",80171,"Census","Income"
"59930",2016-07-01,"2016","Median Household Income Before Taxes",65823,"Census","Income"
"59930",2016-07-01,"2016","Average Household Income After Taxes",68448,"Census","Income"
"59930",2016-07-01,"2016","Median Household Income After Taxes",58321,"Census","Income"
"59930",2021-07-01,"2021","Average Household Income Before Taxes",97800,"Census","Income"
"59930",2021-07-01,"2021","Median Household Income Before Taxes",82000,"Census","Income"
"59930",2021-07-01,"2021","Average Household Income After Taxes",84800,"Census","Income"
"59930",2021-07-01,"2021","Median Household Income After Taxes",74000,"Census","Income"
