"GeoUID","Date","DateString","Average and Median","Value","Survey","Series"
"10001",2006-07-01,"2006","Average Household Income Before Taxes",65852,"Census","Income"
"10001",2006-07-01,"2006","Median Household Income Before Taxes",52864,"Census","Income"
"10001",2006-07-01,"2006","Average Household Income After Taxes",53207,"Census","Income"
"10001",2006-07-01,"2006","Median Household Income After Taxes",45222,"Census","Income"
"10001",2011-07-01,"2011","Average Household Income Before Taxes",82184,"Census","Income"
"10001",2011-07-01,"2011","Median Household Income Before Taxes",66581,"Census","Income"
"10001",2011-07-01,"2011","Average Household Income After Taxes",68002,"Census","Income"
"10001",2011-07-01,"2011","Median Household Income After Taxes",57852,"Census","Income"
"10001",2016-07-01,"2016","Average Household Income Before Taxes",102635,"Census","Income"
"10001",2016-07-01,"2016","Median Household Income Before Taxes",79675,"Census","Income"
"10001",2016-07-01,"2016","Average Household Income After Taxes",82396,"Census","Income"
"10001",2016-07-01,"2016","Median Household Income After Taxes",68026,"Census","Income"
"10001",2021-07-01,"2021","Average Household Income Before Taxes",107000,"Census","Income"
"10001",2021-07-01,"2021","Median Household Income Before Taxes",85000,"Census","Income"
"10001",2021-07-01,"2021","Average Household Income After Taxes",86300,"Census","Income"
"10001",2021-07-01,"2021","Median Household Income After Taxes",72500,"Census","Income"
